accession	level_1	level_2	level_3	level_4	level_5	level_6
Q7TMS5	Transporter	Primary active transporter	ATP-binding cassette	ABCG subfamily	NULL	NULL
Q9UKG9	Transporter	Group translocator	NULL	NULL	NULL	NULL
P43155	Transporter	Group translocator	NULL	NULL	NULL	NULL
Q92523	Transporter	Group translocator	NULL	NULL	NULL	NULL
Q8IZF0	Ion channel	Other ion channel	Miscellaneous ion channel	Sodium leak channel, non-selective	NULL	NULL
Q07817	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
P10415	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
Q07812	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
Q07813	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
P10417	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
Q64373	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
P53563	Ion channel	Other ion channel	Miscellaneous ion channel	Bcl-2 family	NULL	NULL
Q96D31	Ion channel	Other ion channel	Miscellaneous ion channel	Ca2+ release-activated Ca2+ channel family	NULL	NULL
Q9BRQ5	Ion channel	Other ion channel	Miscellaneous ion channel	Ca2+ release-activated Ca2+ channel family	NULL	NULL
Q96SN7	Ion channel	Other ion channel	Miscellaneous ion channel	Ca2+ release-activated Ca2+ channel family	NULL	NULL
Q5M848	Ion channel	Other ion channel	Miscellaneous ion channel	Ca2+ release-activated Ca2+ channel family	NULL	NULL
P11836	Ion channel	Other ion channel	Miscellaneous ion channel	CD20 Ca2+ channel family	NULL	NULL
P49768	Ion channel	Other ion channel	Miscellaneous ion channel	Presenilin ER Ca2+ leak channel family	NULL	NULL
P49810	Ion channel	Other ion channel	Miscellaneous ion channel	Presenilin ER Ca2+ leak channel family	NULL	NULL
Q9ESF4	Ion channel	Other ion channel	Miscellaneous ion channel	Testis-enhanced gene transfer family	NULL	NULL
Q6P6R0	Ion channel	Other ion channel	Miscellaneous ion channel	Testis-enhanced gene transfer family	NULL	NULL
Q7Z429	Ion channel	Other ion channel	Miscellaneous ion channel	Testis-enhanced gene transfer family	NULL	NULL
P0DOF8	Ion channel	Other ion channel	Miscellaneous ion channel	Type A influenza virus matrix-2 channel family	NULL	NULL
P06821	Ion channel	Other ion channel	Miscellaneous ion channel	Type A influenza virus matrix-2 channel family	NULL	NULL
Q20MD5	Ion channel	Other ion channel	Miscellaneous ion channel	Type A influenza virus matrix-2 channel family	NULL	NULL
P05778	Ion channel	Other ion channel	Miscellaneous ion channel	Type A influenza virus matrix-2 channel family	NULL	NULL
P05780	Ion channel	Other ion channel	Miscellaneous ion channel	Type A influenza virus matrix-2 channel family	NULL	NULL
P01213	Ion channel	Other ion channel	Pore-forming toxins (proteins and peptides)	NULL	NULL	NULL
P11597	Ion channel	Other ion channel	Pore-forming toxins (proteins and peptides)	NULL	NULL	NULL
P14222	Ion channel	Other ion channel	Pore-forming toxins (proteins and peptides)	NULL	NULL	NULL
P55058	Ion channel	Other ion channel	Pore-forming toxins (proteins and peptides)	NULL	NULL	NULL
P22687	Ion channel	Other ion channel	Pore-forming toxins (proteins and peptides)	NULL	NULL	NULL
P45880	Ion channel	Other ion channel	Mitochondrial and plastid porin family	Voltage-dependent anion-selective channel	NULL	NULL
P54710	Ion channel	Other ion channel	Phospholemman family	NULL	NULL	NULL
P23763	Ion channel	Other ion channel	Vesicle fusion pores	NULL	NULL	NULL
P63027	Ion channel	Other ion channel	Vesicle fusion pores	NULL	NULL	NULL
P46459	Ion channel	Other ion channel	Vesicle fusion pores	NULL	NULL	NULL
Q9NRD8	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P00167	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P04839	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
Q9Y5S8	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P13498	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P14927	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
Q96PH1	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
Q9NS61	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P00166	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
Q5RJQ4	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
O46521	Transporter	Transmembrane 1-electron transfer carriers	NULL	NULL	NULL	NULL
P55072	Transporter	Primary active transporter	Endoplasmic reticular retrotranslocon family	NULL	NULL	NULL
Q01853	Transporter	Primary active transporter	Endoplasmic reticular retrotranslocon family	NULL	NULL	NULL
Q7L0J3	Transporter	Electrochemical transporter	Vesicular neurotransmitter transporter family	NULL	NULL	NULL
Q7L1I2	Transporter	Electrochemical transporter	Vesicular neurotransmitter transporter family	NULL	NULL	NULL
Q02563	Transporter	Electrochemical transporter	Vesicular neurotransmitter transporter family	NULL	NULL	NULL
Q14722	Auxiliary transport protein	Voltage-gated potassium channel beta-subunit family	NULL	NULL	NULL	NULL
P15382	Auxiliary transport protein	Slow voltage-gated potassium channel accessory protein family	NULL	NULL	NULL	NULL
Q60409	Auxiliary transport protein	Slow voltage-gated potassium channel accessory protein family	NULL	NULL	NULL	NULL
Q28705	Auxiliary transport protein	Slow voltage-gated potassium channel accessory protein family	NULL	NULL	NULL	NULL
P09455	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P50120	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P29762	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P15090	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P82980	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
Q96R05	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P29373	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P05413	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
Q01469	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P12104	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P07148	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
Q0Z7S8	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
O15540	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P70623	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P04117	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
P02692	Auxiliary transport protein	Fatty acid binding protein family	NULL	NULL	NULL	NULL
Q28067	Auxiliary transport protein	Calcium-activated potassium channel auxiliary subunit slowpoke-beta family	NULL	NULL	NULL	NULL
Q9NPA1	Auxiliary transport protein	Calcium-activated potassium channel auxiliary subunit slowpoke-beta family	NULL	NULL	NULL	NULL
Q16558	Auxiliary transport protein	Calcium-activated potassium channel auxiliary subunit slowpoke-beta family	NULL	NULL	NULL	NULL
P62955	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q9BXT2	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q9UF02	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q9UBN1	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
O60359	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q9Y698	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q06432	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
Q8WXS5	Auxiliary transport protein	Calcium channel auxiliary subunit gamma family	NULL	NULL	NULL	NULL
O00305	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
P54284	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q08289	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q02641	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q962H3	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q95US7	Auxiliary transport protein	Calcium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
P54289	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q8CFG5	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
P54290	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q8IZS8	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q9NY47	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q8CFG6	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
O77773	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
O08532	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q7Z3S7	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family	NULL	NULL	NULL	NULL
Q8IWT1	Auxiliary transport protein	Sodium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
O60939	Auxiliary transport protein	Sodium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q07699	Auxiliary transport protein	Sodium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q9NY72	Auxiliary transport protein	Sodium channel auxiliary subunit beta family	NULL	NULL	NULL	NULL
Q6P6W3	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q4QQW4	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q9ZTP8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q7YY76	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
O09106	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
P70288	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
P56517	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
P56519	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
P56520	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
B1WBY8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q7YY07	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
O88895	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q9XYC7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q7K6A1	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q92769	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q13547	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
O15379	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q9BY41	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class I	NULL	NULL
Q8VH37	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q9Z2V6	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q99P99	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q99P96	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q5RJZ2	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q8C2B3	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q99N13	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
P83038	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
P56524	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q9UKV0	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q8WUI4	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q9UQL6	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
A5H660	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIa	NULL	NULL
Q9Z2V5	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIb	NULL	NULL
Q99P97	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIb	NULL	NULL
Q969S8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIb	NULL	NULL
Q9UBN7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIb	NULL	NULL
Q6P3E7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IIb	NULL	NULL
Q9NRC8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q9Y6E7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q8N6T7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q96EB6	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q8IXJ6	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q9NTG7	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q9NXA8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q8VDQ8	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class III	NULL	NULL
Q91WA3	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IV	NULL	NULL
Q96DB2	Epigenetic regulator	Eraser	Histone deacetylase	HDAC class IV	NULL	NULL
Q8NB78	Epigenetic regulator	Eraser	Lysine demethylase	Lysine-specific demethylase	NULL	NULL
O60341	Epigenetic regulator	Eraser	Lysine demethylase	Lysine-specific demethylase	NULL	NULL
Q8BW72	Epigenetic regulator	Eraser	Lysine demethylase	Lysine-specific demethylase	NULL	NULL
Q3UWM4	Epigenetic regulator	Eraser	Lysine demethylase	Lysine-specific demethylase	NULL	NULL
O94953	Epigenetic regulator	Eraser	Lysine demethylase	Lysine-specific demethylase	NULL	NULL
Q9Y4C1	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q6B0I6	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q9UPP1	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
P29375	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
O15054	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q9Y2K7	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
B2RXH2	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
P41229	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
O15550	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q6ZMT4	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
O75164	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q9H3R0	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q80TJ7	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q7LBC6	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q9UGL1	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q8NHM5	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q3UXZ9	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q15652	Epigenetic regulator	Eraser	Lysine demethylase	Jumonji domain-containing	NULL	NULL
Q9H7Z6	Epigenetic regulator	Writer	Histone acetyltransferase	MYST family	NULL	NULL
Q92993	Epigenetic regulator	Writer	Histone acetyltransferase	MYST family	NULL	NULL
Q92830	Epigenetic regulator	Writer	Histone acetyltransferase	GNAT family	NULL	NULL
Q92831	Epigenetic regulator	Writer	Histone acetyltransferase	GNAT family	NULL	NULL
Q92793	Epigenetic regulator	Writer	Histone acetyltransferase	p300/CBP family	NULL	NULL
Q09472	Epigenetic regulator	Writer	Histone acetyltransferase	p300/CBP family	NULL	NULL
Q9Z148	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q03164	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
O14686	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
O43463	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q9H9B1	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q8NEZ4	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q4FZB7	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q96KQ7	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q92800	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q15910	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q9UMN6	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q9H5I1	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q8TEK3	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q86Y97	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q8WXB1	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q9H867	Epigenetic regulator	Writer	Protein methyltransferase	NULL	NULL	NULL
Q9WVG6	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q63009	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q86X55	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
O14744	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q96LA8	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
O60678	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q99873	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q9NR22	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q9NVM4	Epigenetic regulator	Writer	Protein methyltransferase	Protein arginine methyltransferase	NULL	NULL
Q9NQV7	Epigenetic regulator	Writer	Protein methyltransferase	PR domain	NULL	NULL
Q9NQR1	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q53H47	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q15047	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q9NRG4	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q8WTS6	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q9H7B4	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
O96028	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q9BZ95	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q9BYW2	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q9NR48	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q96L73	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
Q8X225	Epigenetic regulator	Writer	Protein methyltransferase	SET domain	NULL	NULL
P25440	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q92830	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q8WWQ0	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
O95696	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q58F21	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q86U86	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9ULI0	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q15059	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q92793	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q09472	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q6PL18	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9UIF8	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9UPN9	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
O60885	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q92831	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q03164	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
P51531	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9UIF9	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9ULD4	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q12830	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
P55201	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
O15164	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9NPI1	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9H8M2	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
P51532	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q8IZX4	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9BXF3	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9NSI6	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9NR48	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q3UQU0	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
O88665	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q13263	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q6RI45	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9ESU6	Epigenetic regulator	Reader	Bromodomain	NULL	NULL	NULL
Q9BUL5	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9UPP1	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9UIF8	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q03164	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
P41229	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q96T88	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
O95696	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q6ZMT4	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9Y2K7	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
O75164	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q8NEZ4	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9UMN6	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9H3R0	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
O14686	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
P29375	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q86YI8	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9UPN9	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9UIF9	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9ULD4	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q12830	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
P55201	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
O15164	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
O60346	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9HB21	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q13263	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q15652	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
P55200	Epigenetic regulator	Reader	Plant homeodomain	NULL	NULL	NULL
Q9BXU1	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q96T88	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q15047	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q12888	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q9H3R0	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q16637	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
O75164	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q92667	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Tudor domain	NULL	NULL
Q96JM7	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	MBT domain	NULL	NULL
Q9UHJ3	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	MBT domain	NULL	NULL
Q8NA19	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	MBT domain	NULL	NULL
Q05BQ5	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	MBT domain	NULL	NULL
Q9Y468	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	MBT domain	NULL	NULL
Q99549	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
O95931	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q9H7Z6	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
P83916	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q9H5I1	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q92993	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
O43463	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
O95503	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q14781	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
