tid	pref_name	target_type	accession	accession_organism	target_organism
10200	Macrophage migration inhibitory factor	SINGLE PROTEIN	P14174	Homo sapiens	Homo sapiens
10552	Voltage-gated potassium channel subunit Kv1.2	SINGLE PROTEIN	P16389	Homo sapiens	Homo sapiens
10505	Carboxypeptidase A1	SINGLE PROTEIN	P15085	Homo sapiens	Homo sapiens
10535	P2X purinoceptor 1	SINGLE PROTEIN	P51575	Homo sapiens	Homo sapiens
18043	Sodium channel protein type IV alpha subunit	SINGLE PROTEIN	P35499	Homo sapiens	Homo sapiens
18033	Tyrosine-protein kinase YES	SINGLE PROTEIN	P07947	Homo sapiens	Homo sapiens
1	Maltase-glucoamylase	SINGLE PROTEIN	O43451	Homo sapiens	Homo sapiens
97	Cyclophilin B	SINGLE PROTEIN	P23284	Homo sapiens	Homo sapiens
100	Norepinephrine transporter	SINGLE PROTEIN	P23975	Homo sapiens	Homo sapiens
10353	Phospholipase A2 group IIC	SINGLE PROTEIN	Q5R387	Homo sapiens	Homo sapiens
10373	Prostate specific antigen	SINGLE PROTEIN	P07288	Homo sapiens	Homo sapiens
10377	Glutathione S-transferase Mu 4	SINGLE PROTEIN	Q03013	Homo sapiens	Homo sapiens
10410	P2X purinoceptor 4	SINGLE PROTEIN	Q99571	Homo sapiens	Homo sapiens
10338	Polyamine oxidase	SINGLE PROTEIN	Q6QHF9	Homo sapiens	Homo sapiens
10432	Fructose-bisphosphate aldolase A	SINGLE PROTEIN	P04075	Homo sapiens	Homo sapiens
10473	C-X-C chemokine receptor type 4	SINGLE PROTEIN	P61073	Homo sapiens	Homo sapiens
10474	Cyclin T1	SINGLE PROTEIN	O60563	Homo sapiens	Homo sapiens
10478	Dual specificity mitogen-activated protein kinase kinase 3	SINGLE PROTEIN	P46734	Homo sapiens	Homo sapiens
10659	AMP-activated protein kinase, alpha-2 subunit	SINGLE PROTEIN	P54646	Homo sapiens	Homo sapiens
10660	AMP-activated protein kinase, beta-2 subunit	SINGLE PROTEIN	O43741	Homo sapiens	Homo sapiens
10664	Diamine oxidase	SINGLE PROTEIN	P19801	Homo sapiens	Homo sapiens
10101	Acidic fibroblast growth factor	SINGLE PROTEIN	P05230	Homo sapiens	Homo sapiens
10103	Folate receptor alpha	SINGLE PROTEIN	P15328	Homo sapiens	Homo sapiens
10541	Pyrimidinergic receptor P2Y4	SINGLE PROTEIN	P51582	Homo sapiens	Homo sapiens
10954	Hepatic lipase	SINGLE PROTEIN	P11150	Homo sapiens	Homo sapiens
10279	Indolethylamine N-methyltransferase	SINGLE PROTEIN	O95050	Homo sapiens	Homo sapiens
10019	Pepsinogen C	SINGLE PROTEIN	P20142	Homo sapiens	Homo sapiens
10036	Insulin-like growth factor binding protein 6	SINGLE PROTEIN	P24592	Homo sapiens	Homo sapiens
11356	Tryptophan 2,3-dioxygenase	SINGLE PROTEIN	P48775	Homo sapiens	Homo sapiens
11367	Glutathione S-transferase theta 1	SINGLE PROTEIN	P30711	Homo sapiens	Homo sapiens
11368	Glutathione S-transferase theta 2	SINGLE PROTEIN	P0CG29	Homo sapiens	Homo sapiens
11504	Kynurenine 3-monooxygenase	SINGLE PROTEIN	O15229	Homo sapiens	Homo sapiens
11511	NADH-cytochrome b5 reductase	SINGLE PROTEIN	P00387	Homo sapiens	Homo sapiens
10839	Serine/threonine-protein kinase PIM1	SINGLE PROTEIN	P11309	Homo sapiens	Homo sapiens
10849	Tyrosine-protein kinase JAK3	SINGLE PROTEIN	P52333	Homo sapiens	Homo sapiens
10585	Group IIE secretory phospholipase A2	SINGLE PROTEIN	Q9NZK7	Homo sapiens	Homo sapiens
10040	Interleukin-8	SINGLE PROTEIN	P10145	Homo sapiens	Homo sapiens
10048	ADP-ribosyltransferase	SINGLE PROTEIN	P52961	Homo sapiens	Homo sapiens
10049	Nucleoside diphosphate kinase 1	SINGLE PROTEIN	P15531	Homo sapiens	Homo sapiens
10050	Nucleoside diphosphate kinase 2	SINGLE PROTEIN	P22392	Homo sapiens	Homo sapiens
10083	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	SINGLE PROTEIN	P62136	Homo sapiens	Homo sapiens
10093	Transforming protein p21/H-Ras-1	SINGLE PROTEIN	P01112	Homo sapiens	Homo sapiens
10235	Dual specificity mitogen-activated protein kinase kinase 6	SINGLE PROTEIN	P52564	Homo sapiens	Homo sapiens
10733	Beta-glucocerebrosidase	SINGLE PROTEIN	P04062	Homo sapiens	Homo sapiens
10618	Serotonin 1e (5-HT1e) receptor	SINGLE PROTEIN	P28566	Homo sapiens	Homo sapiens
10636	Neuronal acetylcholine receptor protein alpha-9 subunit	SINGLE PROTEIN	Q9UGM1	Homo sapiens	Homo sapiens
10781	Serine/threonine-protein kinase Aurora-B	SINGLE PROTEIN	Q96GD4	Homo sapiens	Homo sapiens
11327	Histamine N-methyltransferase	SINGLE PROTEIN	P50135	Homo sapiens	Homo sapiens
10712	Cerebroside-sulfatase	SINGLE PROTEIN	P15289	Homo sapiens	Homo sapiens
10714	Arylamine N-acetyltransferase 2	SINGLE PROTEIN	P11245	Homo sapiens	Homo sapiens
11044	Matrix metalloproteinase 16	SINGLE PROTEIN	P51512	Homo sapiens	Homo sapiens
11053	Phosphatidylcholine-retinol O-acyltransferase	SINGLE PROTEIN	O95237	Homo sapiens	Homo sapiens
11061	Motilin receptor	SINGLE PROTEIN	O43193	Homo sapiens	Homo sapiens
11074	Peroxisomal carnitine O-octanoyltransferase	SINGLE PROTEIN	Q9UKG9	Homo sapiens	Homo sapiens
11082	MAP kinase-activated protein kinase 2	SINGLE PROTEIN	P49137	Homo sapiens	Homo sapiens
11521	Protein-tyrosine phosphatase LC-PTP	SINGLE PROTEIN	P35236	Homo sapiens	Homo sapiens
11547	Ornithine carbamoyltransferase	SINGLE PROTEIN	P00480	Homo sapiens	Homo sapiens
11553	Gamma-glutamyl hydrolase	SINGLE PROTEIN	Q92820	Homo sapiens	Homo sapiens
11567	Cathepsin H	SINGLE PROTEIN	P09668	Homo sapiens	Homo sapiens
11089	Caspase-4	SINGLE PROTEIN	P49662	Homo sapiens	Homo sapiens
11099	Proenkephalin B	SINGLE PROTEIN	P01213	Homo sapiens	Homo sapiens
11113	Cytochrome P450 1A1	SINGLE PROTEIN	P04798	Homo sapiens	Homo sapiens
11126	Subtilisin/kexin type 7	SINGLE PROTEIN	Q16549	Homo sapiens	Homo sapiens
11271	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	SINGLE PROTEIN	Q8NCG5	Homo sapiens	Homo sapiens
11282	Glutathione S-transferase A2	SINGLE PROTEIN	P09210	Homo sapiens	Homo sapiens
11283	Glutathione S-transferase Mu 3	SINGLE PROTEIN	P21266	Homo sapiens	Homo sapiens
11291	Anandamide amidohydrolase	SINGLE PROTEIN	O00519	Homo sapiens	Homo sapiens
11308	Aldehyde reductase	SINGLE PROTEIN	P14550	Homo sapiens	Homo sapiens
11313	Atrial natriuretic peptide receptor C	SINGLE PROTEIN	P17342	Homo sapiens	Homo sapiens
11318	IgE Fc receptor, alpha-subunit	SINGLE PROTEIN	P12319	Homo sapiens	Homo sapiens
10978	Lysyl oxidase	SINGLE PROTEIN	P28300	Homo sapiens	Homo sapiens
11691	Tyrosine-protein kinase BLK	SINGLE PROTEIN	P51451	Homo sapiens	Homo sapiens
11699	PI4-kinase type II	SINGLE PROTEIN	Q9BTU6	Homo sapiens	Homo sapiens
12396	Dipeptidyl peptidase I	SINGLE PROTEIN	P53634	Homo sapiens	Homo sapiens
12420	Peroxisomal sarcosine oxidase	SINGLE PROTEIN	Q9P0Z9	Homo sapiens	Homo sapiens
11572	Vitamin D-binding protein	SINGLE PROTEIN	P02774	Homo sapiens	Homo sapiens
11591	Glyoxalase II	SINGLE PROTEIN	Q16775	Homo sapiens	Homo sapiens
11619	Puromycin-sensitive aminopeptidase	SINGLE PROTEIN	P55786	Homo sapiens	Homo sapiens
11627	Acyl coenzyme A:cholesterol acyltransferase	SINGLE PROTEIN	P23141	Homo sapiens	Homo sapiens
11979	Alpha-L-fucosidase 2	SINGLE PROTEIN	Q9BTY2	Homo sapiens	Homo sapiens
12014	Caspase-9	SINGLE PROTEIN	P55211	Homo sapiens	Homo sapiens
12023	Sphingosine 1-phosphate receptor Edg-8	SINGLE PROTEIN	Q9H228	Homo sapiens	Homo sapiens
11447	Sorbitol dehydrogenase	SINGLE PROTEIN	Q00796	Homo sapiens	Homo sapiens
12261	c-Jun N-terminal kinase 1	SINGLE PROTEIN	P45983	Homo sapiens	Homo sapiens
12845	Glucose-6-phosphatase	SINGLE PROTEIN	P35575	Homo sapiens	Homo sapiens
11757	Glyceraldehyde-3-phosphate dehydrogenase liver	SINGLE PROTEIN	P04406	Homo sapiens	Homo sapiens
12862	ADAMTS5	SINGLE PROTEIN	Q9UNA0	Homo sapiens	Homo sapiens
12883	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	SINGLE PROTEIN	Q13526	Homo sapiens	Homo sapiens
12090	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	SINGLE PROTEIN	Q13627	Homo sapiens	Homo sapiens
12178	Glycerol kinase	SINGLE PROTEIN	P32189	Homo sapiens	Homo sapiens
12810	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	SINGLE PROTEIN	Q9UKM7	Homo sapiens	Homo sapiens
12577	Voltage-gated potassium channel subunit Kv1.1	SINGLE PROTEIN	Q09470	Homo sapiens	Homo sapiens
11661	Insulin-like growth factor binding protein 4	SINGLE PROTEIN	P22692	Homo sapiens	Homo sapiens
12609	L-xylulose reductase	SINGLE PROTEIN	Q7Z4W1	Homo sapiens	Homo sapiens
12619	Granzyme B	SINGLE PROTEIN	P10144	Homo sapiens	Homo sapiens
12850	NADH-ubiquinone oxidoreductase MLRQ subunit	SINGLE PROTEIN	O00483	Homo sapiens	Homo sapiens
12861	ADAMTS4	SINGLE PROTEIN	O75173	Homo sapiens	Homo sapiens
13005	Kallikrein 1	SINGLE PROTEIN	P06870	Homo sapiens	Homo sapiens
11060	Carbonic anhydrase VII	SINGLE PROTEIN	P43166	Homo sapiens	Homo sapiens
10184	Neurokinin 2 receptor	SINGLE PROTEIN	P21452	Homo sapiens	Homo sapiens
10131	Caspase-3	SINGLE PROTEIN	P42574	Homo sapiens	Homo sapiens
10331	Lysosomal Pro-X carboxypeptidase	SINGLE PROTEIN	P42785	Homo sapiens	Homo sapiens
11682	Glycine transporter 1	SINGLE PROTEIN	P48067	Homo sapiens	Homo sapiens
12710	FK506 binding protein 14	SINGLE PROTEIN	Q9NWM8	Homo sapiens	Homo sapiens
12718	Serine/threonine-protein kinase Sgk1	SINGLE PROTEIN	O00141	Homo sapiens	Homo sapiens
12724	Ribosomal protein S6 kinase alpha 3	SINGLE PROTEIN	P51812	Homo sapiens	Homo sapiens
12729	Estrogen sulfotransferase	SINGLE PROTEIN	P49888	Homo sapiens	Homo sapiens
12735	Phosphorylase kinase gamma subunit 2	SINGLE PROTEIN	P15735	Homo sapiens	Homo sapiens
12763	Superoxide dismutase	SINGLE PROTEIN	P00441	Homo sapiens	Homo sapiens
12781	Casein kinase II beta	SINGLE PROTEIN	P67870	Homo sapiens	Homo sapiens
10150	Hypoxanthine-guanine phosphoribosyltransferase	SINGLE PROTEIN	P00492	Homo sapiens	Homo sapiens
10193	Carbonic anhydrase I	SINGLE PROTEIN	P00915	Homo sapiens	Homo sapiens
11840	Small conductance calcium-activated potassium channel protein 1	SINGLE PROTEIN	Q92952	Homo sapiens	Homo sapiens
12679	C5a anaphylatoxin chemotactic receptor	SINGLE PROTEIN	P21730	Homo sapiens	Homo sapiens
12711	Gamma-secretase subunit PEN-2	SINGLE PROTEIN	Q9NZ42	Homo sapiens	Homo sapiens
11756	GABA receptor rho-2 subunit	SINGLE PROTEIN	P28476	Homo sapiens	Homo sapiens
11922	Dual specificity phosphatase Cdc25C	SINGLE PROTEIN	P30307	Homo sapiens	Homo sapiens
11694	Calpain 2	SINGLE PROTEIN	P17655	Homo sapiens	Homo sapiens
11685	Chymotrypsin C	SINGLE PROTEIN	Q99895	Homo sapiens	Homo sapiens
10314	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein	SINGLE PROTEIN	Q9UDW1	Homo sapiens	Homo sapiens
10206	DNA polymerase beta	SINGLE PROTEIN	P06746	Homo sapiens	Homo sapiens
10341	AMP-activated protein kinase, gamma-1 subunit	SINGLE PROTEIN	P54619	Homo sapiens	Homo sapiens
11620	Thioredoxin reductase 2	SINGLE PROTEIN	Q9NNW7	Homo sapiens	Homo sapiens
11186	Cytochrome P450 2C18	SINGLE PROTEIN	P33260	Homo sapiens	Homo sapiens
11727	Epoxide hydratase	SINGLE PROTEIN	P34913	Homo sapiens	Homo sapiens
10547	C-C chemokine receptor type 1	SINGLE PROTEIN	P32246	Homo sapiens	Homo sapiens
10579	C-C chemokine receptor type 4	SINGLE PROTEIN	P51679	Homo sapiens	Homo sapiens
10569	Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit	SINGLE PROTEIN	P49354	Homo sapiens	Homo sapiens
12954	Carbonic anhydrase-related protein 2	SINGLE PROTEIN	O75493	Homo sapiens	Homo sapiens
10503	Corticosteroid binding globulin	SINGLE PROTEIN	P08185	Homo sapiens	Homo sapiens
12709	G1/S-specific cyclin D3	SINGLE PROTEIN	P30281	Homo sapiens	Homo sapiens
10278	Glyoxalase I	SINGLE PROTEIN	Q04760	Homo sapiens	Homo sapiens
10262	Casein kinase I gamma 1	SINGLE PROTEIN	Q9HCP0	Homo sapiens	Homo sapiens
10250	Myosin light chain kinase, smooth muscle	SINGLE PROTEIN	Q15746	Homo sapiens	Homo sapiens
10257	FK506-binding protein 1B	SINGLE PROTEIN	P68106	Homo sapiens	Homo sapiens
10695	Serine/threonine-protein kinase AKT2	SINGLE PROTEIN	P31751	Homo sapiens	Homo sapiens
10703	Aminopeptidase B	SINGLE PROTEIN	Q9H4A4	Homo sapiens	Homo sapiens
10730	Prohormone convertase 2	SINGLE PROTEIN	P16519	Homo sapiens	Homo sapiens
10773	Interleukin-8 receptor B	SINGLE PROTEIN	P25025	Homo sapiens	Homo sapiens
10563	Protein phosphatase 2C alpha	SINGLE PROTEIN	P35813	Homo sapiens	Homo sapiens
10566	Eosinophil peroxidase	SINGLE PROTEIN	P11678	Homo sapiens	Homo sapiens
10567	Myeloperoxidase	SINGLE PROTEIN	P05164	Homo sapiens	Homo sapiens
10068	Kallikrein 2	SINGLE PROTEIN	P20151	Homo sapiens	Homo sapiens
10069	Kallikrein 7	SINGLE PROTEIN	P49862	Homo sapiens	Homo sapiens
10087	Deoxycytidine kinase	SINGLE PROTEIN	P27707	Homo sapiens	Homo sapiens
10957	Arachidonate 15-lipoxygenase, type II	SINGLE PROTEIN	O15296	Homo sapiens	Homo sapiens
10092	Dihydropyrimidinase	SINGLE PROTEIN	Q14117	Homo sapiens	Homo sapiens
10051	Death-associated protein kinase 3	SINGLE PROTEIN	O43293	Homo sapiens	Homo sapiens
10055	Uridine-cytidine kinase 2	SINGLE PROTEIN	Q9BZX2	Homo sapiens	Homo sapiens
11191	GABA receptor alpha-4 subunit	SINGLE PROTEIN	P48169	Homo sapiens	Homo sapiens
11744	Presenilin 1	SINGLE PROTEIN	P49768	Homo sapiens	Homo sapiens
10320	Methionine aminopeptidase 1	SINGLE PROTEIN	P53582	Homo sapiens	Homo sapiens
10397	Voltage-gated potassium channel subunit Kv7.2	SINGLE PROTEIN	O43526	Homo sapiens	Homo sapiens
10706	Salivary alpha-amylase	SINGLE PROTEIN	P04745	Homo sapiens	Homo sapiens
10639	Acetylcholine receptor protein epsilon chain	SINGLE PROTEIN	Q04844	Homo sapiens	Homo sapiens
10656	Beta amyloid A4 protein	SINGLE PROTEIN	P05067	Homo sapiens	Homo sapiens
10635	Neuronal acetylcholine receptor protein alpha-7 subunit	SINGLE PROTEIN	P36544	Homo sapiens	Homo sapiens
10970	CaM kinase I alpha	SINGLE PROTEIN	Q14012	Homo sapiens	Homo sapiens
10971	CaM kinase IV	SINGLE PROTEIN	Q16566	Homo sapiens	Homo sapiens
12702	Thiopurine S-methyltransferase	SINGLE PROTEIN	P51580	Homo sapiens	Homo sapiens
10424	Protein phosphatase 2A regulatory subunit B'	SINGLE PROTEIN	Q15257	Homo sapiens	Homo sapiens
10427	PI3-kinase p85-alpha subunit	SINGLE PROTEIN	P27986	Homo sapiens	Homo sapiens
10480	Cyclin-dependent kinase 6	SINGLE PROTEIN	Q00534	Homo sapiens	Homo sapiens
10851	Phenylalanyl-tRNA synthetase mitochondrial	SINGLE PROTEIN	O95363	Homo sapiens	Homo sapiens
10486	Neurotensin receptor 2	SINGLE PROTEIN	O95665	Homo sapiens	Homo sapiens
10493	Cathepsin F	SINGLE PROTEIN	Q9UBX1	Homo sapiens	Homo sapiens
10732	AICAR transformylase	SINGLE PROTEIN	P31939	Homo sapiens	Homo sapiens
10734	Neutral alpha-glucosidase AB	SINGLE PROTEIN	Q14697	Homo sapiens	Homo sapiens
10736	Neutral alpha-glucosidase C	SINGLE PROTEIN	Q8TET4	Homo sapiens	Homo sapiens
10675	Beta-galactosidase	SINGLE PROTEIN	P16278	Homo sapiens	Homo sapiens
10693	Alpha-galactosidase A	SINGLE PROTEIN	P06280	Homo sapiens	Homo sapiens
10674	Beta secretase 2	SINGLE PROTEIN	Q9Y5Z0	Homo sapiens	Homo sapiens
10531	Serine/threonine-protein kinase Chk2	SINGLE PROTEIN	O96017	Homo sapiens	Homo sapiens
10537	P2X purinoceptor 2	SINGLE PROTEIN	Q9UBL9	Homo sapiens	Homo sapiens
10612	3-phosphoinositide dependent protein kinase-1	SINGLE PROTEIN	O15530	Homo sapiens	Homo sapiens
11173	Glucose transporter	SINGLE PROTEIN	P11166	Homo sapiens	Homo sapiens
10845	Phospholipase D1	SINGLE PROTEIN	Q13393	Homo sapiens	Homo sapiens
11303	Methylenetetrahydrofolate dehydrogenase	SINGLE PROTEIN	P11586	Homo sapiens	Homo sapiens
11629	Casein kinase I gamma 2	SINGLE PROTEIN	P78368	Homo sapiens	Homo sapiens
11316	Peptidyl-glycine alpha-amidating monooxygenase	SINGLE PROTEIN	P19021	Homo sapiens	Homo sapiens
11321	Heme oxygenase 2	SINGLE PROTEIN	P30519	Homo sapiens	Homo sapiens
10926	Carboxypeptidase B	SINGLE PROTEIN	P15086	Homo sapiens	Homo sapiens
11150	Death-associated protein kinase 1	SINGLE PROTEIN	P53355	Homo sapiens	Homo sapiens
12283	Histone deacetylase 5	SINGLE PROTEIN	Q9UQL6	Homo sapiens	Homo sapiens
11442	Liver glycogen phosphorylase	SINGLE PROTEIN	P06737	Homo sapiens	Homo sapiens
11452	Microsomal triglyceride transfer protein large subunit	SINGLE PROTEIN	P55157	Homo sapiens	Homo sapiens
10003	Cathepsin D	SINGLE PROTEIN	P07339	Homo sapiens	Homo sapiens
10007	Cyclin A2	SINGLE PROTEIN	P20248	Homo sapiens	Homo sapiens
12836	Glutamate [NMDA] receptor subunit epsilon 4	SINGLE PROTEIN	O15399	Homo sapiens	Homo sapiens
12855	Peptide N-myristoyltransferase 1	SINGLE PROTEIN	P30419	Homo sapiens	Homo sapiens
10885	Protein kinase C nu	SINGLE PROTEIN	O94806	Homo sapiens	Homo sapiens
10893	Tubulin beta-3 chain	SINGLE PROTEIN	Q13509	Homo sapiens	Homo sapiens
10901	Protein kinase C iota	SINGLE PROTEIN	P41743	Homo sapiens	Homo sapiens
10906	Tyrosine-protein kinase SYK	SINGLE PROTEIN	P43405	Homo sapiens	Homo sapiens
10977	Lysosomal alpha-glucosidase	SINGLE PROTEIN	P10253	Homo sapiens	Homo sapiens
10984	NAALADase II	SINGLE PROTEIN	Q9Y3Q0	Homo sapiens	Homo sapiens
11402	Furin	SINGLE PROTEIN	P09958	Homo sapiens	Homo sapiens
11354	Valyl-tRNA synthetase 2	SINGLE PROTEIN	P26640	Homo sapiens	Homo sapiens
11220	Glutamate decarboxylase 67 kDa isoform	SINGLE PROTEIN	Q99259	Homo sapiens	Homo sapiens
12700	Acetyl-CoA acetyltransferase, mitochondrial	SINGLE PROTEIN	P24752	Homo sapiens	Homo sapiens
12703	Tryptase beta-1	SINGLE PROTEIN	Q15661	Homo sapiens	Homo sapiens
11635	Protein kinase C alpha	SINGLE PROTEIN	P17252	Homo sapiens	Homo sapiens
10804	HLA class I histocompatibility antigen A-3	SINGLE PROTEIN	P04439	Homo sapiens	Homo sapiens
10844	Tyrosine-protein kinase CSK	SINGLE PROTEIN	P41240	Homo sapiens	Homo sapiens
11160	Dual specificity protein phosphatase 3	SINGLE PROTEIN	P51452	Homo sapiens	Homo sapiens
11408	c-Jun N-terminal kinase 3	SINGLE PROTEIN	P53779	Homo sapiens	Homo sapiens
11410	Ribose-phosphate pyrophosphokinase I	SINGLE PROTEIN	P60891	Homo sapiens	Homo sapiens
11422	Hexokinase type II	SINGLE PROTEIN	P52789	Homo sapiens	Homo sapiens
10854	Kallikrein 14	SINGLE PROTEIN	Q9P0G3	Homo sapiens	Homo sapiens
12939	Mast cell carboxypeptidase A	SINGLE PROTEIN	P15088	Homo sapiens	Homo sapiens
12942	Phosphoribosyl pyrophosphate synthetase-associated protein 2	SINGLE PROTEIN	O60256	Homo sapiens	Homo sapiens
10572	Protein farnesyltransferase beta subunit	SINGLE PROTEIN	P49356	Homo sapiens	Homo sapiens
10594	Phosphodiesterase 2A	SINGLE PROTEIN	O00408	Homo sapiens	Homo sapiens
10895	Adenylate cyclase type IX	SINGLE PROTEIN	O60503	Homo sapiens	Homo sapiens
10993	Creatine kinase M	SINGLE PROTEIN	P06732	Homo sapiens	Homo sapiens
12795	Adenosylhomocysteinase	SINGLE PROTEIN	P23526	Homo sapiens	Homo sapiens
12801	Insulin-like growth factor binding protein 5	SINGLE PROTEIN	P24593	Homo sapiens	Homo sapiens
12970	P2X purinoceptor 6	SINGLE PROTEIN	O15547	Homo sapiens	Homo sapiens
11759	Glutamate receptor ionotropic kainate 5	SINGLE PROTEIN	Q16478	Homo sapiens	Homo sapiens
12384	Epididymis-specific alpha-mannosidase	SINGLE PROTEIN	Q9Y2E5	Homo sapiens	Homo sapiens
12992	Voltage-gated potassium channel subunit Kv7.3	SINGLE PROTEIN	O43525	Homo sapiens	Homo sapiens
13009	Collagen alpha 2 chain	SINGLE PROTEIN	P08123	Homo sapiens	Homo sapiens
11382	Hexokinase type I	SINGLE PROTEIN	P19367	Homo sapiens	Homo sapiens
11379	Macrophage-stimulating protein receptor	SINGLE PROTEIN	Q04912	Homo sapiens	Homo sapiens
11239	Cystinyl aminopeptidase	SINGLE PROTEIN	Q9UIQ6	Homo sapiens	Homo sapiens
11242	Focal adhesion kinase 1	SINGLE PROTEIN	Q05397	Homo sapiens	Homo sapiens
11441	Receptor-type tyrosine-protein phosphatase beta	SINGLE PROTEIN	P23467	Homo sapiens	Homo sapiens
11870	Mitogen-activated protein kinase kinase kinase 11	SINGLE PROTEIN	Q16584	Homo sapiens	Homo sapiens
11385	Hexokinase type III	SINGLE PROTEIN	P52790	Homo sapiens	Homo sapiens
12443	Histone deacetylase 7	SINGLE PROTEIN	Q8WUI4	Homo sapiens	Homo sapiens
12448	Phosphodiesterase 11A	SINGLE PROTEIN	Q9HCR9	Homo sapiens	Homo sapiens
11065	Calnexin	SINGLE PROTEIN	P27824	Homo sapiens	Homo sapiens
11538	Excitatory amino acid transporter 3	SINGLE PROTEIN	P43005	Homo sapiens	Homo sapiens
11541	Cytochrome P450 11B2	SINGLE PROTEIN	P19099	Homo sapiens	Homo sapiens
12804	Sialidase 1	SINGLE PROTEIN	Q99519	Homo sapiens	Homo sapiens
17050	Beta-glucuronidase	SINGLE PROTEIN	P08236	Homo sapiens	Homo sapiens
12109	Protein-glutamine gamma-glutamyltransferase	SINGLE PROTEIN	P21980	Homo sapiens	Homo sapiens
12886	Galanin receptor 3	SINGLE PROTEIN	O60755	Homo sapiens	Homo sapiens
13074	DNA polymerase gamma subunit 1	SINGLE PROTEIN	P54098	Homo sapiens	Homo sapiens
11966	Phospholipase D2	SINGLE PROTEIN	O14939	Homo sapiens	Homo sapiens
11967	DNA polymerase delta subunit 1	SINGLE PROTEIN	P28340	Homo sapiens	Homo sapiens
11054	Metabotropic glutamate receptor 4	SINGLE PROTEIN	Q14833	Homo sapiens	Homo sapiens
12029	Acrosin	SINGLE PROTEIN	P10323	Homo sapiens	Homo sapiens
11926	Fibroblast growth factor receptor 3	SINGLE PROTEIN	P22607	Homo sapiens	Homo sapiens
11997	Sucrase-isomaltase	SINGLE PROTEIN	P14410	Homo sapiens	Homo sapiens
12642	Glutathione reductase	SINGLE PROTEIN	P00390	Homo sapiens	Homo sapiens
11872	Mannose-6-phosphate isomerase	SINGLE PROTEIN	P34949	Homo sapiens	Homo sapiens
11542	Cytochrome P450 21	SINGLE PROTEIN	P08686	Homo sapiens	Homo sapiens
11570	Sphingomyelin phosphodiesterase	SINGLE PROTEIN	P17405	Homo sapiens	Homo sapiens
11582	Aspartyl aminopeptidase	SINGLE PROTEIN	Q9ULA0	Homo sapiens	Homo sapiens
11976	Voltage-gated potassium channel subunit Kv1.7	SINGLE PROTEIN	Q96RP8	Homo sapiens	Homo sapiens
12037	myosin light chain kinase 2	SINGLE PROTEIN	Q9H1R3	Homo sapiens	Homo sapiens
12909	Ileal bile acid transporter	SINGLE PROTEIN	Q12908	Homo sapiens	Homo sapiens
11096	Sodium/hydrogen exchanger 1	SINGLE PROTEIN	P19634	Homo sapiens	Homo sapiens
12920	Acyl coenzyme A:cholesterol acyltransferase 1	SINGLE PROTEIN	P35610	Homo sapiens	Homo sapiens
13053	Estradiol 17-beta-dehydrogenase 2	SINGLE PROTEIN	P37059	Homo sapiens	Homo sapiens
11622	CaM kinase II delta	SINGLE PROTEIN	Q13557	Homo sapiens	Homo sapiens
12214	Tyrosine-protein kinase ZAP-70	SINGLE PROTEIN	P43403	Homo sapiens	Homo sapiens
11269	LXR-alpha	SINGLE PROTEIN	Q13133	Homo sapiens	Homo sapiens
11483	Protein-glutamine gamma-glutamyltransferase K	SINGLE PROTEIN	P22735	Homo sapiens	Homo sapiens
11902	Nerve growth factor receptor Trk-A	SINGLE PROTEIN	P04629	Homo sapiens	Homo sapiens
11903	Alpha-ketoglutarate dehydrogenase	SINGLE PROTEIN	Q02218	Homo sapiens	Homo sapiens
11285	Glutathione S-transferase Mu 5	SINGLE PROTEIN	P46439	Homo sapiens	Homo sapiens
11287	Coagulation factor XI	SINGLE PROTEIN	P03951	Homo sapiens	Homo sapiens
11288	Coagulation factor XII	SINGLE PROTEIN	P00748	Homo sapiens	Homo sapiens
11328	Heme oxygenase 1	SINGLE PROTEIN	P09601	Homo sapiens	Homo sapiens
11330	Arginyl-tRNA synthetase	SINGLE PROTEIN	P54136	Homo sapiens	Homo sapiens
10368	Casein kinase I delta	SINGLE PROTEIN	P48730	Homo sapiens	Homo sapiens
