Drug name	chembl_id	molregno	Original synonyms	value	upper_value	reference	type	assay_id
		74636		84.00000000000001			PPB	CHEMBL3301365
		782286		84.00000000000001			PPB	CHEMBL3301365
		352658		84.00000000000001			PPB	CHEMBL3301365
		1428624		84.00000000000001			PPB	CHEMBL3301365
		1165516		84.30000000000001			PPB	CHEMBL3301365
		1077527		84.30000000000001			PPB	CHEMBL3301365
		1430474		84.60000000000002			PPB	CHEMBL3301365
RISPERIDONE		7714		84.60000000000002			PPB	CHEMBL3301365
		248501		84.89999999999999			PPB	CHEMBL3301365
		474008		84.89999999999999			PPB	CHEMBL3301365
		693556		84.89999999999999			PPB	CHEMBL3301365
		1280168		84.89999999999999			PPB	CHEMBL3301365
		617076		84.89999999999999			PPB	CHEMBL3301365
IMIQUIMOD		250908		85.19000000000001			PPB	CHEMBL3301365
		400880		85.19000000000001			PPB	CHEMBL3301365
DESIPRAMINE		6243		85.19000000000001			PPB	CHEMBL3301365
		1355147		85.19000000000001			PPB	CHEMBL3301365
		1442756		85.19000000000001			PPB	CHEMBL3301365
HALOPERIDOL		3859		85.48			PPB	CHEMBL3301365
		1174133		85.48			PPB	CHEMBL3301365
QUINIDINE		255477		85.48			PPB	CHEMBL3301365
TRIAZOLAM		27419		85.48			PPB	CHEMBL3301365
		579370		85.48			PPB	CHEMBL3301365
		300825		85.77000000000001			PPB	CHEMBL3301365
		1428175		85.77000000000001			PPB	CHEMBL3301365
		73845		85.77000000000001			PPB	CHEMBL3301365
		474669		85.77000000000001			PPB	CHEMBL3301365
(-)-PROPANOLOL 		454176		86.04999999999998			PPB	CHEMBL3301365
		1530482		86.04999999999998			PPB	CHEMBL3301365
		1423601		86.04999999999998			PPB	CHEMBL3301365
METHYL FUMARATE		598560		86.04999999999998			PPB	CHEMBL3301365
		777358		86.04999999999998			PPB	CHEMBL3301365
EZOGABINE		61945		86.04999999999998			PPB	CHEMBL3301365
		1446427		86.04999999999998			PPB	CHEMBL3301365
		1265512		86.04999999999998			PPB	CHEMBL3301365
		1428615		86.04999999999998			PPB	CHEMBL3301365
		378538		86.04999999999998			PPB	CHEMBL3301365
		1528093		86.04999999999998			PPB	CHEMBL3301365
		1428176		86.32000000000001			PPB	CHEMBL3301365
		1276416		86.32000000000001			PPB	CHEMBL3301365
		793606		86.32000000000001			PPB	CHEMBL3301365
		134577		86.32000000000001			PPB	CHEMBL3301365
		1174127		86.59			PPB	CHEMBL3301365
		185000		86.59			PPB	CHEMBL3301365
		1332981		86.59			PPB	CHEMBL3301365
		802086		86.59			PPB	CHEMBL3301365
		1447310		86.59			PPB	CHEMBL3301365
		315303		86.59			PPB	CHEMBL3301365
		319860		86.59			PPB	CHEMBL3301365
NORTRIPTYLINE		2262		86.85			PPB	CHEMBL3301365
		1116198		86.85			PPB	CHEMBL3301365
		1421991		86.85			PPB	CHEMBL3301365
BORTEZOMIB		187372		86.85			PPB	CHEMBL3301365
		619194		86.85			PPB	CHEMBL3301365
PHENYTOIN		921		87.11000000000004			PPB	CHEMBL3301365
		618609		87.11000000000004			PPB	CHEMBL3301365
		1439735		87.11000000000004			PPB	CHEMBL3301365
		395318		87.11000000000004			PPB	CHEMBL3301365
		1265639		87.11000000000004			PPB	CHEMBL3301365
		1280063		87.37000000000002			PPB	CHEMBL3301365
MAPROTILINE		27713		87.37000000000002			PPB	CHEMBL3301365
		1280165		87.37000000000002			PPB	CHEMBL3301365
		631384		87.37000000000002			PPB	CHEMBL3301365
		1516310		87.37000000000002			PPB	CHEMBL3301365
		1264924		87.62000000000002			PPB	CHEMBL3301365
		1446924		87.62000000000002			PPB	CHEMBL3301365
		1355960		87.62000000000002			PPB	CHEMBL3301365
		1062669		87.62000000000002			PPB	CHEMBL3301365
VARESPLADIB		248537		87.62000000000002			PPB	CHEMBL3301365
IMIPRAMINE		605		87.87			PPB	CHEMBL3301365
		1062663		87.87			PPB	CHEMBL3301365
		1074139		88.10999999999997			PPB	CHEMBL3301365
		1174137		88.10999999999997			PPB	CHEMBL3301365
		1336692		88.10999999999997			PPB	CHEMBL3301365
		1283386		88.10999999999997			PPB	CHEMBL3301365
LOSMAPIMOD		619400		88.10999999999997			PPB	CHEMBL3301365
		1060176		88.10999999999997			PPB	CHEMBL3301365
		77012		88.10999999999997			PPB	CHEMBL3301365
		1420724		88.10999999999997			PPB	CHEMBL3301365
		1512284		88.10999999999997			PPB	CHEMBL3301365
		1421806		88.10999999999997			PPB	CHEMBL3301365
		437368		88.34999999999998			PPB	CHEMBL3301365
		1354965		88.34999999999998			PPB	CHEMBL3301365
		1271889		88.34999999999998			PPB	CHEMBL3301365
		613881		88.34999999999998			PPB	CHEMBL3301365
		321990		88.34999999999998			PPB	CHEMBL3301365
		395373		88.34999999999998			PPB	CHEMBL3301365
		1265536		88.34999999999998			PPB	CHEMBL3301365
		1425381		88.59000000000002			PPB	CHEMBL3301365
		1511229		88.59000000000002			PPB	CHEMBL3301365
		1263997		88.59000000000002			PPB	CHEMBL3301365
		89496		88.59000000000002			PPB	CHEMBL3301365
QUINACRINE		2355		88.59000000000002			PPB	CHEMBL3301365
		1425379		88.59000000000002			PPB	CHEMBL3301365
		1174126		88.82			PPB	CHEMBL3301365
		1174141		88.82			PPB	CHEMBL3301365
		892148		88.82			PPB	CHEMBL3301365
		1332949		88.82			PPB	CHEMBL3301365
		1447309		88.82			PPB	CHEMBL3301365
		512275		88.82			PPB	CHEMBL3301365
		1355962		88.82			PPB	CHEMBL3301365
		619167		88.82			PPB	CHEMBL3301365
RACLOPRIDE		4672		89.04999999999998			PPB	CHEMBL3301365
		776256		89.04999999999998			PPB	CHEMBL3301365
AMOXAPINE		155045		89.04999999999998			PPB	CHEMBL3301365
		28068		89.04999999999998			PPB	CHEMBL3301365
		1274406		89.04999999999998			PPB	CHEMBL3301365
		558197		89.04999999999998			PPB	CHEMBL3301365
PIMOBENDAN		31939		89.04999999999998			PPB	CHEMBL3301365
		1048872		89.04999999999998			PPB	CHEMBL3301365
		1439739		89.04999999999998			PPB	CHEMBL3301365
		1427992		89.04999999999998			PPB	CHEMBL3301365
		1528095		89.04999999999998			PPB	CHEMBL3301365
		1440088		89.26999999999998			PPB	CHEMBL3301365
		385709		89.26999999999998			PPB	CHEMBL3301365
OLANZAPINE		34197		89.26999999999998			PPB	CHEMBL3301365
VERAPAMIL		1219		89.26999999999998			PPB	CHEMBL3301365
		1073116		89.26999999999998			PPB	CHEMBL3301365
		180316		89.26999999999998			PPB	CHEMBL3301365
		619165		89.26999999999998			PPB	CHEMBL3301365
		1430528		89.49000000000001			PPB	CHEMBL3301365
		349224		89.49000000000001			PPB	CHEMBL3301365
		1062671		89.49000000000001			PPB	CHEMBL3301365
DONEPEZIL		9372		89.49000000000001			PPB	CHEMBL3301365
SU-11652		12846		89.49000000000001			PPB	CHEMBL3301365
		870960		89.49000000000001			PPB	CHEMBL3301365
		1525545		89.69999999999997			PPB	CHEMBL3301365
MOMELOTINIB		617563		89.69999999999997			PPB	CHEMBL3301365
		588090		89.69999999999997			PPB	CHEMBL3301365
		613813		89.69999999999997			PPB	CHEMBL3301365
		474452		89.69999999999997			PPB	CHEMBL3301365
		473931		89.69999999999997			PPB	CHEMBL3301365
		997193		89.90999999999998			PPB	CHEMBL3301365
		809734		89.90999999999998			PPB	CHEMBL3301365
		1271885		89.90999999999998			PPB	CHEMBL3301365
		603554		89.90999999999998			PPB	CHEMBL3301365
		1355964		89.90999999999998			PPB	CHEMBL3301365
PAROXETINE		6643		89.90999999999998			PPB	CHEMBL3301365
		438792		89.90999999999998			PPB	CHEMBL3301365
PROMAZINE		16391		89.90999999999998			PPB	CHEMBL3301365
		854996		89.90999999999998			PPB	CHEMBL3301365
		315342		89.90999999999998			PPB	CHEMBL3301365
		874357		89.90999999999998			PPB	CHEMBL3301365
		270246		89.90999999999998			PPB	CHEMBL3301365
		1283383		89.90999999999998			PPB	CHEMBL3301365
		512042		89.90999999999998			PPB	CHEMBL3301365
		180249		90.11999999999999			PPB	CHEMBL3301365
		1332964		90.11999999999999			PPB	CHEMBL3301365
CAPTOPRIL		444750		90.11999999999999			PPB	CHEMBL3301365
CEFOPERAZONE		508755		90.11999999999999			PPB	CHEMBL3301365
		1423201		90.11999999999999			PPB	CHEMBL3301365
DINACICLIB		1376110		90.11999999999999			PPB	CHEMBL3301365
		1139822		90.32			PPB	CHEMBL3301365
		400854		90.32			PPB	CHEMBL3301365
		1447318		90.32			PPB	CHEMBL3301365
KETANSERIN		3683		90.32			PPB	CHEMBL3301365
CEFAZOLIN		371631		90.32			PPB	CHEMBL3301365
		474590		90.32			PPB	CHEMBL3301365
		1528098		90.32			PPB	CHEMBL3301365
		1427797		90.51999999999998			PPB	CHEMBL3301365
		1263993		90.51999999999998			PPB	CHEMBL3301365
		1073119		90.51999999999998			PPB	CHEMBL3301365
		1355642		90.51999999999998			PPB	CHEMBL3301365
		733779		90.51999999999998			PPB	CHEMBL3301365
		1447245		90.72000000000001			PPB	CHEMBL3301365
		1174132		90.72000000000001			PPB	CHEMBL3301365
		1279841		90.72000000000001			PPB	CHEMBL3301365
		950552		90.72000000000001			PPB	CHEMBL3301365
		424807		90.72000000000001			PPB	CHEMBL3301365
		1427822		90.72000000000001			PPB	CHEMBL3301365
		1361658		90.72000000000001			PPB	CHEMBL3301365
		1427995		90.72000000000001			PPB	CHEMBL3301365
		1527662		90.72000000000001			PPB	CHEMBL3301365
		1425309		90.91			PPB	CHEMBL3301365
		236028		90.91			PPB	CHEMBL3301365
BEGACESTAT		515421		90.91			PPB	CHEMBL3301365
		563501		91.1			PPB	CHEMBL3301365
		345137		91.1			PPB	CHEMBL3301365
		698123		91.1			PPB	CHEMBL3301365
		1355148		91.1			PPB	CHEMBL3301365
		474730		91.1			PPB	CHEMBL3301365
		1430510		91.1			PPB	CHEMBL3301365
		1331879		91.28			PPB	CHEMBL3301365
		400853		91.28			PPB	CHEMBL3301365
		400852		91.28			PPB	CHEMBL3301365
		1448082		91.28			PPB	CHEMBL3301365
SULFISOXAZOLE		2484		91.28			PPB	CHEMBL3301365
		1280171		91.28			PPB	CHEMBL3301365
		1512281		91.28			PPB	CHEMBL3301365
		1427994		91.28			PPB	CHEMBL3301365
		620820		91.46			PPB	CHEMBL3301365
		1425359		91.46			PPB	CHEMBL3301365
		345131		91.46			PPB	CHEMBL3301365
		1062670		91.46			PPB	CHEMBL3301365
		1446927		91.46			PPB	CHEMBL3301365
		911137		91.46			PPB	CHEMBL3301365
		579326		91.46			PPB	CHEMBL3301365
		1267657		91.46			PPB	CHEMBL3301365
RIOCIGUAT		1380104		91.46			PPB	CHEMBL3301365
		1425312		91.64000000000001			PPB	CHEMBL3301365
		280854		91.64000000000001			PPB	CHEMBL3301365
		1271884		91.64000000000001			PPB	CHEMBL3301365
		1352305		91.64000000000001			PPB	CHEMBL3301365
		173504		91.64000000000001			PPB	CHEMBL3301365
		1430483		91.64000000000001			PPB	CHEMBL3301365
		474729		91.64000000000001			PPB	CHEMBL3301365
		1062674		91.64000000000001			PPB	CHEMBL3301365
		1421803		91.64000000000001			PPB	CHEMBL3301365
		1139824		91.82			PPB	CHEMBL3301365
		1440475		91.82			PPB	CHEMBL3301365
		1421988		91.82			PPB	CHEMBL3301365
HYDROXYZINE		77459		91.82			PPB	CHEMBL3301365
		1427790		91.82			PPB	CHEMBL3301365
		1438524		91.82			PPB	CHEMBL3301365
SCH-23390		4778		91.99000000000004			PPB	CHEMBL3301365
		352129		91.99000000000004			PPB	CHEMBL3301365
		349658		91.99000000000004			PPB	CHEMBL3301365
		512198		91.99000000000004			PPB	CHEMBL3301365
BUFURALOL		64396		91.99000000000004			PPB	CHEMBL3301365
		693012		91.99000000000004			PPB	CHEMBL3301365
		1420808		91.99000000000004			PPB	CHEMBL3301365
		1423596		91.99000000000004			PPB	CHEMBL3301365
		1437955		92.15999999999997			PPB	CHEMBL3301365
CRIZOTINIB		602271		92.15999999999997			PPB	CHEMBL3301365
		1352301		92.15999999999997			PPB	CHEMBL3301365
		1073122		92.15999999999997			PPB	CHEMBL3301365
		1430481		92.15999999999997			PPB	CHEMBL3301365
		474585		92.15999999999997			PPB	CHEMBL3301365
CYCLOBENZAPRINE		28119		92.15999999999997			PPB	CHEMBL3301365
		1062678		92.15999999999997			PPB	CHEMBL3301365
		1279832		92.15999999999997			PPB	CHEMBL3301365
		813254		92.15999999999997			PPB	CHEMBL3301365
		1439737		92.15999999999997			PPB	CHEMBL3301365
		475247		92.15999999999997			PPB	CHEMBL3301365
		1354966		92.32			PPB	CHEMBL3301365
		328133		92.32			PPB	CHEMBL3301365
MESORIDAZINE		148004		92.32			PPB	CHEMBL3301365
7-ETHYL-10-HYDROXY-CAMPTOTHECIN		61315		92.32			PPB	CHEMBL3301365
METHOXSALEN		1063		92.32			PPB	CHEMBL3301365
		688817		92.32			PPB	CHEMBL3301365
TRIFLUPERIDOL		14882		92.32			PPB	CHEMBL3301365
		1446926		92.32			PPB	CHEMBL3301365
		1263476		92.32			PPB	CHEMBL3301365
		1139157		92.32			PPB	CHEMBL3301365
		619166		92.32			PPB	CHEMBL3301365
FINERENONE		1442757		92.48			PPB	CHEMBL3301365
		1316994		92.48			PPB	CHEMBL3301365
		1355956		92.48			PPB	CHEMBL3301365
		494315		92.48			PPB	CHEMBL3301365
		1060495		92.48			PPB	CHEMBL3301365
LOPERAMIDE		62259		92.64000000000001			PPB	CHEMBL3301365
		1271891		92.64000000000001			PPB	CHEMBL3301365
		1271894		92.64000000000001			PPB	CHEMBL3301365
PYRIMETHAMINE		2080		92.64000000000001			PPB	CHEMBL3301365
		613814		92.64000000000001			PPB	CHEMBL3301365
		1521376		92.64000000000001			PPB	CHEMBL3301365
		473688		92.64000000000001			PPB	CHEMBL3301365
SELICICLIB		14221		92.79999999999998			PPB	CHEMBL3301365
LORAZEPAM		16959		92.79999999999998			PPB	CHEMBL3301365
		1174139		92.79999999999998			PPB	CHEMBL3301365
		563454		92.79999999999998			PPB	CHEMBL3301365
		357557		92.79999999999998			PPB	CHEMBL3301365
		1342456		92.79999999999998			PPB	CHEMBL3301365
		1361775		92.79999999999998			PPB	CHEMBL3301365
PROPAFENONE		27112		92.95000000000002			PPB	CHEMBL3301365
		1073121		92.95000000000002			PPB	CHEMBL3301365
		474797		92.95000000000002			PPB	CHEMBL3301365
		1265645		92.95000000000002			PPB	CHEMBL3301365
		1424974		92.95000000000002			PPB	CHEMBL3301365
		1424123		93.09999999999998			PPB	CHEMBL3301365
		1354040		93.09999999999998			PPB	CHEMBL3301365
TRIMIPRAMINE		27385		93.09999999999998			PPB	CHEMBL3301365
		1359131		93.09999999999998			PPB	CHEMBL3301365
		805117		93.09999999999998			PPB	CHEMBL3301365
		345251		93.09999999999998			PPB	CHEMBL3301365
		612780		93.09999999999998			PPB	CHEMBL3301365
ROFECOXIB		21697		93.09999999999998			PPB	CHEMBL3301365
		323243		93.09999999999998			PPB	CHEMBL3301365
		688110		93.09999999999998			PPB	CHEMBL3301365
		1147085		93.24			PPB	CHEMBL3301365
		1316235		93.24			PPB	CHEMBL3301365
		1355965		93.24			PPB	CHEMBL3301365
		1355946		93.24			PPB	CHEMBL3301365
CYCLOPAMINE		422489		93.24			PPB	CHEMBL3301365
		1034553		93.24			PPB	CHEMBL3301365
		617118		93.24			PPB	CHEMBL3301365
		737840		93.24			PPB	CHEMBL3301365
		1279826		93.24			PPB	CHEMBL3301365
		714401		93.39			PPB	CHEMBL3301365
		1527706		93.39			PPB	CHEMBL3301365
		1011491		93.39			PPB	CHEMBL3301365
		588078		93.39			PPB	CHEMBL3301365
SALMETEROL		242716		93.39			PPB	CHEMBL3301365
		350255		93.39			PPB	CHEMBL3301365
PH-797804		619399		93.53000000000002			PPB	CHEMBL3301365
		1447312		93.53000000000002			PPB	CHEMBL3301365
SULFAMETHIZOLE		204115		93.53000000000002			PPB	CHEMBL3301365
		1447253		93.53000000000002			PPB	CHEMBL3301365
		265123		93.53000000000002			PPB	CHEMBL3301365
		1448077		93.53000000000002			PPB	CHEMBL3301365
		1440844		93.53000000000002			PPB	CHEMBL3301365
IMATINIB		88797		93.67			PPB	CHEMBL3301365
		82811		93.67			PPB	CHEMBL3301365
		1073120		93.67			PPB	CHEMBL3301365
		1519682		93.67			PPB	CHEMBL3301365
		1442758		93.67			PPB	CHEMBL3301365
		1355644		93.67			PPB	CHEMBL3301365
		575387		93.67			PPB	CHEMBL3301365
		1179977		93.8			PPB	CHEMBL3301365
		1521368		93.8			PPB	CHEMBL3301365
		321778		93.8			PPB	CHEMBL3301365
APOCIDEINE		259694		93.8			PPB	CHEMBL3301365
		1440838		93.8			PPB	CHEMBL3301365
		355089		93.94			PPB	CHEMBL3301365
		1161724		93.94			PPB	CHEMBL3301365
HOMOCHLORCYCLIZINE		939331		93.94			PPB	CHEMBL3301365
ODANACATIB		474601		93.94			PPB	CHEMBL3301365
		1023983		93.94			PPB	CHEMBL3301365
		473687		93.94			PPB	CHEMBL3301365
		1170490		93.94			PPB	CHEMBL3301365
		1360271		93.94			PPB	CHEMBL3301365
		1423202		93.94			PPB	CHEMBL3301365
		1528097		93.94			PPB	CHEMBL3301365
		1276061		94.05999999999997			PPB	CHEMBL3301365
		1425325		94.05999999999997			PPB	CHEMBL3301365
		1165518		94.05999999999997			PPB	CHEMBL3301365
		579382		94.05999999999997			PPB	CHEMBL3301365
		1355641		94.05999999999997			PPB	CHEMBL3301365
CANRENONE		887229		94.05999999999997			PPB	CHEMBL3301365
		613880		94.05999999999997			PPB	CHEMBL3301365
NORCHLORCYCLIZINE		127531		94.19			PPB	CHEMBL3301365
		474389		94.19			PPB	CHEMBL3301365
		1421987		94.19			PPB	CHEMBL3301365
		619196		94.19			PPB	CHEMBL3301365
		178115		94.32			PPB	CHEMBL3301365
		1279699		94.32			PPB	CHEMBL3301365
		1303208		94.32			PPB	CHEMBL3301365
		1147108		94.32			PPB	CHEMBL3301365
		321805		94.32			PPB	CHEMBL3301365
		1062664		94.32			PPB	CHEMBL3301365
		473686		94.32			PPB	CHEMBL3301365
		1439751		94.32			PPB	CHEMBL3301365
		1428612		94.32			PPB	CHEMBL3301365
		1521363		94.32			PPB	CHEMBL3301365
		1139832		94.44			PPB	CHEMBL3301365
		1355963		94.44			PPB	CHEMBL3301365
SIBENADET		128645		94.44			PPB	CHEMBL3301365
		1355645		94.44			PPB	CHEMBL3301365
		1525564		94.56000000000002			PPB	CHEMBL3301365
		1161723		94.56000000000002			PPB	CHEMBL3301365
		469465		94.56000000000002			PPB	CHEMBL3301365
		400848		94.56000000000002			PPB	CHEMBL3301365
		1355947		94.56000000000002			PPB	CHEMBL3301365
		1066153		94.56000000000002			PPB	CHEMBL3301365
		1446867		94.56000000000002			PPB	CHEMBL3301365
		474208		94.56000000000002			PPB	CHEMBL3301365
		474515		94.56000000000002			PPB	CHEMBL3301365
		400847		94.56000000000002			PPB	CHEMBL3301365
		1515468		94.56000000000002			PPB	CHEMBL3301365
		1443956		94.56000000000002			PPB	CHEMBL3301365
		1439182		94.56000000000002			PPB	CHEMBL3301365
		206241		94.56000000000002			PPB	CHEMBL3301365
		239500		94.56000000000002			PPB	CHEMBL3301365
		1271886		94.68			PPB	CHEMBL3301365
		1428177		94.68			PPB	CHEMBL3301365
RUXOLITINIB		1153572		94.68			PPB	CHEMBL3301365
		1161726		94.68			PPB	CHEMBL3301365
		1145099		94.68			PPB	CHEMBL3301365
		1293757		94.68			PPB	CHEMBL3301365
		1425311		94.79			PPB	CHEMBL3301365
CLOZAPINE		2261		94.79			PPB	CHEMBL3301365
		1352306		94.79			PPB	CHEMBL3301365
		1353086		94.79			PPB	CHEMBL3301365
		365748		94.79			PPB	CHEMBL3301365
		1528094		94.79			PPB	CHEMBL3301365
		290172		94.9			PPB	CHEMBL3301365
TIAGABINE		122170		94.9			PPB	CHEMBL3301365
		1342447		94.9			PPB	CHEMBL3301365
		974075		94.9			PPB	CHEMBL3301365
		1355636		94.9			PPB	CHEMBL3301365
		1355637		94.9			PPB	CHEMBL3301365
		1421990		94.9			PPB	CHEMBL3301365
		395342		94.9			PPB	CHEMBL3301365
		1428099		94.9			PPB	CHEMBL3301365
		1366065		94.9			PPB	CHEMBL3301365
		1430514		95.01			PPB	CHEMBL3301365
		1525547		95.01			PPB	CHEMBL3301365
		1355945		95.01			PPB	CHEMBL3301365
		500102		95.01			PPB	CHEMBL3301365
		1447301		95.01			PPB	CHEMBL3301365
		1440848		95.01			PPB	CHEMBL3301365
		1446923		95.01			PPB	CHEMBL3301365
		1515472		95.01			PPB	CHEMBL3301365
		1361653		95.01			PPB	CHEMBL3301365
DARIFENACIN		291960		95.11999999999999			PPB	CHEMBL3301365
		1147109		95.11999999999999			PPB	CHEMBL3301365
		1447246		95.11999999999999			PPB	CHEMBL3301365
		1525561		95.11999999999999			PPB	CHEMBL3301365
		1355944		95.11999999999999			PPB	CHEMBL3301365
		579244		95.11999999999999			PPB	CHEMBL3301365
		1360263		95.11999999999999			PPB	CHEMBL3301365
		473929		95.11999999999999			PPB	CHEMBL3301365
		1440835		95.11999999999999			PPB	CHEMBL3301365
		1525565		95.22999999999998			PPB	CHEMBL3301365
		1332962		95.22999999999998			PPB	CHEMBL3301365
		1359764		95.22999999999998			PPB	CHEMBL3301365
		385617		95.22999999999998			PPB	CHEMBL3301365
		474588		95.22999999999998			PPB	CHEMBL3301365
		1427792		95.22999999999998			PPB	CHEMBL3301365
		1427467		95.22999999999998			PPB	CHEMBL3301365
		83969		95.22999999999998			PPB	CHEMBL3301365
		575386		95.22999999999998			PPB	CHEMBL3301365
		400914		95.33000000000001			PPB	CHEMBL3301365
		714494		95.33000000000001			PPB	CHEMBL3301365
		613878		95.33000000000001			PPB	CHEMBL3301365
		477715		95.33000000000001			PPB	CHEMBL3301365
		1438701		95.33000000000001			PPB	CHEMBL3301365
ALBENDAZOLE		406787		95.43			PPB	CHEMBL3301365
		1446428		95.43			PPB	CHEMBL3301365
		1271734		95.43			PPB	CHEMBL3301365
		1521370		95.43			PPB	CHEMBL3301365
		556489		95.43			PPB	CHEMBL3301365
		437628		95.43			PPB	CHEMBL3301365
		479712		95.43			PPB	CHEMBL3301365
		1438695		95.43			PPB	CHEMBL3301365
		474390		95.43			PPB	CHEMBL3301365
		474668		95.43			PPB	CHEMBL3301365
		981655		95.43			PPB	CHEMBL3301365
SILDENAFIL		410802		95.52999999999999			PPB	CHEMBL3301365
		1276062		95.52999999999999			PPB	CHEMBL3301365
		910401		95.52999999999999			PPB	CHEMBL3301365
		437216		95.52999999999999			PPB	CHEMBL3301365
		1165549		95.52999999999999			PPB	CHEMBL3301365
		788651		95.52999999999999			PPB	CHEMBL3301365
		474280		95.52999999999999			PPB	CHEMBL3301365
		1073109		95.52999999999999			PPB	CHEMBL3301365
		384953		95.52999999999999			PPB	CHEMBL3301365
		468960		95.52999999999999			PPB	CHEMBL3301365
		1427465		95.52999999999999			PPB	CHEMBL3301365
		1337271		95.52999999999999			PPB	CHEMBL3301365
		1447242		95.63			PPB	CHEMBL3301365
		1263743		95.63			PPB	CHEMBL3301365
		1355149		95.63			PPB	CHEMBL3301365
		714370		95.63			PPB	CHEMBL3301365
		1280055		95.63			PPB	CHEMBL3301365
		511846		95.63			PPB	CHEMBL3301365
		474392		95.63			PPB	CHEMBL3301365
		1385347		95.63			PPB	CHEMBL3301365
		1440839		95.63			PPB	CHEMBL3301365
FLUOXETINE		2223		95.72			PPB	CHEMBL3301365
		1147104		95.72			PPB	CHEMBL3301365
		1264916		95.72			PPB	CHEMBL3301365
		1033601		95.72			PPB	CHEMBL3301365
		1265516		95.72			PPB	CHEMBL3301365
		1427993		95.72			PPB	CHEMBL3301365
ERLOTINIB		14785		95.82			PPB	CHEMBL3301365
		1147102		95.82			PPB	CHEMBL3301365
		1263994		95.82			PPB	CHEMBL3301365
		1335183		95.82			PPB	CHEMBL3301365
		784487		95.82			PPB	CHEMBL3301365
		1147114		95.82			PPB	CHEMBL3301365
QUINAPRIL		454141		95.82			PPB	CHEMBL3301365
		474517		95.82			PPB	CHEMBL3301365
		1359542		95.82			PPB	CHEMBL3301365
		1361651		95.82			PPB	CHEMBL3301365
		602508		95.82			PPB	CHEMBL3301365
		1117811		95.91			PPB	CHEMBL3301365
		1028455		95.91			PPB	CHEMBL3301365
		1430530		95.91			PPB	CHEMBL3301365
		1355961		95.91			PPB	CHEMBL3301365
		1161591		95.91			PPB	CHEMBL3301365
		1359552		95.91			PPB	CHEMBL3301365
		1443957		95.91			PPB	CHEMBL3301365
		1445134		95.91			PPB	CHEMBL3301365
VELNEPERIT		1334397		95.91			PPB	CHEMBL3301365
PRAZOSIN		97		95.99999999999999			PPB	CHEMBL3301365
		1521364		95.99999999999999			PPB	CHEMBL3301365
CHLORPROPAMIDE		8516		95.99999999999999			PPB	CHEMBL3301365
		958665		95.99999999999999			PPB	CHEMBL3301365
		913432		95.99999999999999			PPB	CHEMBL3301365
		256643		95.99999999999999			PPB	CHEMBL3301365
		1424977		95.99999999999999			PPB	CHEMBL3301365
		1337296		95.99999999999999			PPB	CHEMBL3301365
		851438		96.08999999999997			PPB	CHEMBL3301365
		578721		96.08999999999997			PPB	CHEMBL3301365
		475963		96.08999999999997			PPB	CHEMBL3301365
SGI-1776		1281325		96.08999999999997			PPB	CHEMBL3301365
NIFEDIPINE		419596		96.16999999999997			PPB	CHEMBL3301365
		1440474		96.16999999999997			PPB	CHEMBL3301365
		1440075		96.16999999999997			PPB	CHEMBL3301365
		1077521		96.16999999999997			PPB	CHEMBL3301365
		905750		96.16999999999997			PPB	CHEMBL3301365
		1073114		96.16999999999997			PPB	CHEMBL3301365
		1332972		96.16999999999997			PPB	CHEMBL3301365
		1060174		96.16999999999997			PPB	CHEMBL3301365
		1525562		96.16999999999997			PPB	CHEMBL3301365
OXAZEPAM		16506		96.16999999999997			PPB	CHEMBL3301365
		467057		96.16999999999997			PPB	CHEMBL3301365
		1423603		96.16999999999997			PPB	CHEMBL3301365
TOFIMILAST		365916		96.25999999999999			PPB	CHEMBL3301365
		1264923		96.25999999999999			PPB	CHEMBL3301365
		896073		96.25999999999999			PPB	CHEMBL3301365
		1425323		96.25999999999999			PPB	CHEMBL3301365
CLOMIPRAMINE		996		96.25999999999999			PPB	CHEMBL3301365
		1359550		96.25999999999999			PPB	CHEMBL3301365
		1511969		96.25999999999999			PPB	CHEMBL3301365
		1445123		96.25999999999999			PPB	CHEMBL3301365
		370906		96.33999999999999			PPB	CHEMBL3301365
		1359562		96.33999999999999			PPB	CHEMBL3301365
		1283375		96.33999999999999			PPB	CHEMBL3301365
		559435		96.33999999999999			PPB	CHEMBL3301365
		1341776		96.33999999999999			PPB	CHEMBL3301365
		1521365		96.41999999999999			PPB	CHEMBL3301365
		428199		96.41999999999999			PPB	CHEMBL3301365
		1525570		96.41999999999999			PPB	CHEMBL3301365
		1447306		96.41999999999999			PPB	CHEMBL3301365
		474209		96.41999999999999			PPB	CHEMBL3301365
		114542		96.41999999999999			PPB	CHEMBL3301365
		512123		96.41999999999999			PPB	CHEMBL3301365
		512199		96.41999999999999			PPB	CHEMBL3301365
		1145100		96.41999999999999			PPB	CHEMBL3301365
		474279		96.41999999999999			PPB	CHEMBL3301365
		1427816		96.41999999999999			PPB	CHEMBL3301365
		1427798		96.41999999999999			PPB	CHEMBL3301365
		1428613		96.41999999999999			PPB	CHEMBL3301365
		513400		96.41999999999999			PPB	CHEMBL3301365
		1264898		96.50000000000003			PPB	CHEMBL3301365
		1271733		96.50000000000003			PPB	CHEMBL3301365
		1430511		96.50000000000003			PPB	CHEMBL3301365
		1448085		96.50000000000003			PPB	CHEMBL3301365
		1032346		96.50000000000003			PPB	CHEMBL3301365
