Drug name	chembl_id	molregno	Original synonyms	value	upper_value	reference	type	assay_id
ACETAMINOPHEN		16450		0.5199999999999999			Fu	CHEMBL1043580
FLECAINIDE		27588		0.5199999999999999			Fu	CHEMBL1043580
SPARFLOXACIN		65351		0.5499999999999999			Fu	CHEMBL1043580
FLUMAZENIL		635		0.58			Fu	CHEMBL1043580
PINDOLOL		8543		0.58			Fu	CHEMBL1043580
METOCLOPRAMIDE		7736		0.5999999999999999			Fu	CHEMBL1043580
MOXIFLOXACIN		1788		0.5999999999999999			Fu	CHEMBL1043580
ATROPINE		445395		0.61			Fu	CHEMBL1043580
DOXIFLURIDINE		169379		0.61			Fu	CHEMBL1043580
THEOPHYLLINE		381693		0.61			Fu	CHEMBL1043580
ENALAPRILAT		16759		0.6200000000000001			Fu	CHEMBL1043580
SITAGLIPTIN		363589		0.6200000000000001			Fu	CHEMBL1043580
SOTALOL		5528		0.6200000000000001			Fu	CHEMBL1043580
CAFFEINE		16485		0.6399999999999999			Fu	CHEMBL1043580
NIZATIDINE		27604		0.6499999999999998			Fu	CHEMBL1043580
BISOPROLOL		27417		0.6599999999999999			Fu	CHEMBL1043580
LINEZOLID		26280		0.69			Fu	CHEMBL1043580
CHLORPHENIRAMINE		10358		0.7000000000000002			Fu	CHEMBL1043580
CIPROFLOXACIN		241		0.7000000000000002			Fu	CHEMBL1043580
DIGOXIN		581814		0.7000000000000002			Fu	CHEMBL1043580
NARATRIPTAN		250297		0.7000000000000002			Fu	CHEMBL1043580
TIZANIDINE		140117		0.7000000000000002			Fu	CHEMBL1043580
VANCOMYCIN		70140		0.7000000000000002			Fu	CHEMBL1043580
SULPIRIDE		1333		0.7199999999999998			Fu	CHEMBL1043580
CAPTOPRIL		444750		0.7299999999999999			Fu	CHEMBL1043580
FLEROXACIN		210		0.7299999999999999			Fu	CHEMBL1043580
VENLAFAXINE		27278		0.7299999999999999			Fu	CHEMBL1043580
ACEBUTOLOL		27347		0.7399999999999999			Fu	CHEMBL1043580
LEVOFLOXACIN		1795		0.7499999999999999			Fu	CHEMBL1043580
OFLOXACIN		146		0.7499999999999999			Fu	CHEMBL1043580
PEFLOXACIN		11474		0.7499999999999999			Fu	CHEMBL1043580
TERBUTALINE		583322		0.7499999999999999			Fu	CHEMBL1043580
ZOLMITRIPTAN		196215		0.7499999999999999			Fu	CHEMBL1043580
RISEDRONIC ACID		83772		0.7600000000000001			Fu	CHEMBL1043580
ETILEFRINE		139072		0.77			Fu	CHEMBL1043580
MOCLOBEMIDE		139099		0.77			Fu	CHEMBL1043580
CEFEPIME		372385		0.78			Fu	CHEMBL1043580
CEFETAMET		1376034		0.78			Fu	CHEMBL1043580
CIMETIDINE		1620		0.78			Fu	CHEMBL1043580
TETRACYCLINE		373985		0.78			Fu	CHEMBL1043580
GATIFLOXACIN		1712		0.7999999999999999			Fu	CHEMBL1043580
TINIDAZOLE		222633		0.7999999999999999			Fu	CHEMBL1043580
TRAMADOL		699395		0.7999999999999999			Fu	CHEMBL1043580
SUMATRIPTAN		27111		0.8300000000000001			Fu	CHEMBL1043580
AMISULPRIDE		389011		0.8400000000000001			Fu	CHEMBL1043580
PENCICLOVIR		430597		0.8400000000000001			Fu	CHEMBL1043580
PROCAINAMIDE		27341		0.8400000000000001			Fu	CHEMBL1043580
ACYCLOVIR		365538		0.8499999999999999			Fu	CHEMBL1043580
AMOXICILLIN		143284		0.8499999999999999			Fu	CHEMBL1043580
AMPICILLIN		305519		0.8499999999999999			Fu	CHEMBL1043580
CEPHALEXIN		555972		0.8499999999999999			Fu	CHEMBL1043580
FOSCARNET		27780		0.8499999999999999			Fu	CHEMBL1043580
FROVATRIPTAN		250328		0.8499999999999999			Fu	CHEMBL1043580
METHYLDOPA		3730		0.8499999999999999			Fu	CHEMBL1043580
IMIPENEM		43934		0.8599999999999998			Fu	CHEMBL1043580
RECAINAM		565350		0.8599999999999998			Fu	CHEMBL1043580
ZANAMIVIR		373806		0.8599999999999998			Fu	CHEMBL1043580
CYCLOPHOSPHAMIDE		8417		0.8699999999999999			Fu	CHEMBL1043580
TOCAINIDE		583520		0.8699999999999999			Fu	CHEMBL1043580
AZITHROMYCIN		12428		0.88			Fu	CHEMBL1043580
METOPROLOL		789		0.88			Fu	CHEMBL1043580
FLUCONAZOLE		13758		0.8900000000000001			Fu	CHEMBL1043580
TIMOLOL		8531		0.8999999999999998			Fu	CHEMBL1043580
CLAVULANIC ACID		44876		0.91			Fu	CHEMBL1043580
ALBUTEROL		34094		0.9199999999999998			Fu	CHEMBL1043580
ANTIPYRINE		26820		0.93			Fu	CHEMBL1043580
MELAGATRAN		2451		0.93			Fu	CHEMBL1043580
MOXONIDINE		21698		0.93			Fu	CHEMBL1043580
ATENOLOL		1279		0.94			Fu	CHEMBL1043580
LAMIVUDINE		33986		0.94			Fu	CHEMBL1043580
CEPHRADINE		454576		0.95			Fu	CHEMBL1043580
DIDANOSINE		390877		0.95			Fu	CHEMBL1043580
NICOTINE		115		0.95			Fu	CHEMBL1043580
RANITIDINE		1153672		0.95			Fu	CHEMBL1043580
ADEFOVIR		6078		0.9599999999999999			Fu	CHEMBL1043580
CLINAFLOXACIN		15472		0.9599999999999999			Fu	CHEMBL1043580
METRONIDAZOLE		27912		0.9599999999999999			Fu	CHEMBL1043580
SEMATILIDE		160578		0.9599999999999999			Fu	CHEMBL1043580
ALLOPURINOL		395607		0.9699999999999998			Fu	CHEMBL1043580
GABAPENTIN		88316		0.9699999999999998			Fu	CHEMBL1043580
OSELTAMIVIR CARBOXYLIC ACID		28675		0.9699999999999998			Fu	CHEMBL1043580
XAMOTEROL		122859		0.9699999999999998			Fu	CHEMBL1043580
GANCICLOVIR		365284		0.99			Fu	CHEMBL1043580
		576554		0.007000000000000003			Fu	CHEMBL1044418
		603034		0.06100000000000001			Fu	CHEMBL1070720
		603034		0.057000000000000016			Fu	CHEMBL1070719
		603034		0.053			Fu	CHEMBL1070718
		603033		0.033			Fu	CHEMBL1070720
		603033		0.044000000000000004			Fu	CHEMBL1070719
		603033		0.03400000000000001			Fu	CHEMBL1070718
		603087		0.09999999999999999			Fu	CHEMBL1070736
		603285		0.08999999999999997			Fu	CHEMBL1070736
		580202		0.17999999999999994			Fu	CHEMBL1073658
		580282		0.17999999999999994			Fu	CHEMBL1073658
		597369		0.17999999999999994			Fu	CHEMBL1073658
		597403		0.17999999999999994			Fu	CHEMBL1073658
		424453		0.017000000000000005			Fu	CHEMBL1102242
		424434		0.059000000000000025			Fu	CHEMBL1102242
		468322		0.009999999999999998			Fu	CHEMBL1102242
		616439		0.033			Fu	CHEMBL1102242
		616440		0.11			Fu	CHEMBL1102242
APHROCALLISTIN		615338		0.10300000000000001			Fu	CHEMBL1111424
APHROCALLISTIN		615338		0.044000000000000004			Fu	CHEMBL1111425
		616553		0.17			Fu	CHEMBL1114059
PF-00446687		622622		0.12999999999999998			Fu	CHEMBL1116914
		622688		0.07			Fu	CHEMBL1116914
		622613		0.06499999999999999			Fu	CHEMBL1114421
INDACATEROL		625589		0.043			Fu	CHEMBL1115583
		627967		9.999999999999999e-05			Fu	CHEMBL1113804
		628255		0.0009999999999999998			Fu	CHEMBL1113804
		649443		0.239			Fu	CHEMBL1176591
		649443		0.2610000000000001			Fu	CHEMBL1176587
		684125		0.17999999999999994			Fu	CHEMBL1211371
		688282		0.14			Fu	CHEMBL1227347
		688344		0.22999999999999995			Fu	CHEMBL1227347
		688346		0.005999999999999999			Fu	CHEMBL1227347
		688347		0.06800000000000002			Fu	CHEMBL1227347
		689455		0.022000000000000002			Fu	CHEMBL1228197
		689456		0.0009999999999999998			Fu	CHEMBL1228197
		689526		0.0009999999999999998			Fu	CHEMBL1228197
		689757		0.0009999999999999998			Fu	CHEMBL1228197
		689759		0.017000000000000005			Fu	CHEMBL1228197
		689760		0.004999999999999999			Fu	CHEMBL1228197
		689761		0.0029999999999999996			Fu	CHEMBL1228197
		689827		0.0009999999999999998			Fu	CHEMBL1228197
		521136		0.019999999999999997			Fu	CHEMBL1250966
		704042		0.019999999999999997			Fu	CHEMBL1250966
		709094		0.05999999999999999			Fu	CHEMBL1274266
		715952		0.57			Fu	CHEMBL1291437
CEFUROXIME		371655		0.11999999999999998			Fu	CHEMBL1614672
LINCOMYCIN		378207		0.14			Fu	CHEMBL1614672
SURAMIN		29061		0.0009999999999999998			Fu	CHEMBL1614672
		1037654		0.011000000000000001			Fu	CHEMBL1614672
ASULACRINE		75843		0.0011			Fu	CHEMBL1614672
BROMFENAC		140107		0.0011			Fu	CHEMBL1614672
TESAGLITAZAR		33827		0.0011			Fu	CHEMBL1614672
TOLCAPONE		267825		0.0012			Fu	CHEMBL1614672
ZIPRASIDONE		33664		0.0012			Fu	CHEMBL1614672
AMIODARONE		27185		0.00019999999999999998			Fu	CHEMBL1614672
ARIPIPRAZOLE		155006		0.009999999999999998			Fu	CHEMBL1614672
CERIVASTATIN		403465		0.009999999999999998			Fu	CHEMBL1614672
CHLORAMBUCIL		11002		0.009999999999999998			Fu	CHEMBL1614672
CONIVAPTAN		581850		0.009999999999999998			Fu	CHEMBL1614672
ELTANOLONE		349429		0.009999999999999998			Fu	CHEMBL1614672
INDOMETHACIN		173		0.009999999999999998			Fu	CHEMBL1614672
LOSARTAN		408842		0.009999999999999998			Fu	CHEMBL1614672
NEFAZODONE		26465		0.009999999999999998			Fu	CHEMBL1614672
NICARDIPINE		407549		0.009999999999999998			Fu	CHEMBL1614672
TACROLIMUS		924		0.009999999999999998			Fu	CHEMBL1614672
TAMSULOSIN		61181		0.009999999999999998			Fu	CHEMBL1614672
TORSEMIDE		180329		0.009999999999999998			Fu	CHEMBL1614672
ATOMOXETINE		27342		0.019999999999999997			Fu	CHEMBL1614672
CARVEDILOL		36662		0.019999999999999997			Fu	CHEMBL1614672
DALBAVANCIN		1763640		0.019999999999999997			Fu	CHEMBL1614672
DARIFENACIN		291960		0.019999999999999997			Fu	CHEMBL1614672
ENTACAPONE		92412		0.019999999999999997			Fu	CHEMBL1614672
ERGOTAMINE		2203		0.019999999999999997			Fu	CHEMBL1614672
GLIPIZIDE		139286		0.019999999999999997			Fu	CHEMBL1614672
LEVOSIMENDAN		1352913		0.019999999999999997			Fu	CHEMBL1614672
NITRENDIPINE		453570		0.019999999999999997			Fu	CHEMBL1614672
PANTOPRAZOLE		419598		0.019999999999999997			Fu	CHEMBL1614672
SOLIFENACIN		561914		0.019999999999999997			Fu	CHEMBL1614672
TEGASEROD		122247		0.019999999999999997			Fu	CHEMBL1614672
CHLORPROPAMIDE		8516		0.029999999999999995			Fu	CHEMBL1614672
NORDAZEPAM		11762		0.029999999999999995			Fu	CHEMBL1614672
EPRISTERIDE		225763		0.029999999999999995			Fu	CHEMBL1614672
ACETAZOLAMIDE		1125		0.039999999999999994			Fu	CHEMBL1614672
BUPRENORPHINE		446784		0.039999999999999994			Fu	CHEMBL1614672
DOCETAXEL		9097		0.039999999999999994			Fu	CHEMBL1614672
ISRADIPINE		486789		0.039999999999999994			Fu	CHEMBL1614672
OXAZEPAM		16506		0.039999999999999994			Fu	CHEMBL1614672
SILDENAFIL		410802		0.039999999999999994			Fu	CHEMBL1614672
TIAGABINE		122170		0.039999999999999994			Fu	CHEMBL1614672
VALSARTAN		139045		0.039999999999999994			Fu	CHEMBL1614672
APREPITANT		399361		0.049999999999999996			Fu	CHEMBL1614672
IMATINIB		88797		0.049999999999999996			Fu	CHEMBL1614672
INDOCYANINE GREEN		1038758		0.049999999999999996			Fu	CHEMBL1614672
METOLAZONE		73548		0.049999999999999996			Fu	CHEMBL1614672
OMEPRAZOLE		419601		0.049999999999999996			Fu	CHEMBL1614672
DRONABINOL		4496		0.049999999999999996			Fu	CHEMBL1614672
TOLBUTAMIDE		46726		0.049999999999999996			Fu	CHEMBL1614672
TRIMETREXATE		19101		0.049999999999999996			Fu	CHEMBL1614672
VARDENAFIL		421326		0.049999999999999996			Fu	CHEMBL1614672
AZIMILIDE		208679		0.05999999999999999			Fu	CHEMBL1614672
BUNAZOSIN		315827		0.05999999999999999			Fu	CHEMBL1614672
CLINDAMYCIN		581843		0.05999999999999999			Fu	CHEMBL1614672
DEXMEDETOMIDINE		44905		0.05999999999999999			Fu	CHEMBL1614672
DIAZOXIDE		364859		0.05999999999999999			Fu	CHEMBL1614672
ALVOCIDIB		14366		0.05999999999999999			Fu	CHEMBL1614672
PAROXETINE		6643		0.05999999999999999			Fu	CHEMBL1614672
PRAZOSIN		97		0.05999999999999999			Fu	CHEMBL1614672
ROPIVACAINE		618203		0.05999999999999999			Fu	CHEMBL1614672
HALOPERIDOL		3859		0.07999999999999999			Fu	CHEMBL1614672
TERAZOSIN		23093		0.07999999999999999			Fu	CHEMBL1614672
TERODILINE		308699		0.07999999999999999			Fu	CHEMBL1614672
ZOLPIDEM		80965		0.07999999999999999			Fu	CHEMBL1614672
ALFENTANIL		27190		0.08999999999999997			Fu	CHEMBL1614672
LORAZEPAM		16959		0.08999999999999997			Fu	CHEMBL1614672
PANCURONIUM		306486		0.08999999999999997			Fu	CHEMBL1614672
PROMETHAZINE		27368		0.08999999999999997			Fu	CHEMBL1614672
ERTAPENEM		304903		0.09999999999999999			Fu	CHEMBL1614672
ERYTHROMYCIN		12506		0.09999999999999999			Fu	CHEMBL1614672
FLUTICASONE PROPIONATE		401141		0.09999999999999999			Fu	CHEMBL1614672
IRBESARTAN		421066		0.09999999999999999			Fu	CHEMBL1614672
RISPERIDONE		7714		0.09999999999999999			Fu	CHEMBL1614672
TRIAZOLAM		27419		0.09999999999999999			Fu	CHEMBL1614672
FLUORESCEIN		294107		0.11			Fu	CHEMBL1614672
MAPROTILINE		27713		0.11			Fu	CHEMBL1614672
PROMAZINE		16391		0.11			Fu	CHEMBL1614672
TEICOPLANIN A2-1		1248724		0.11			Fu	CHEMBL1614672
COCAINE		333370		0.11999999999999998			Fu	CHEMBL1614672
DOXYCYCLINE		371546		0.11999999999999998			Fu	CHEMBL1614672
DROTAVERINE		565387		0.11999999999999998			Fu	CHEMBL1614672
ETOPOSIDE		68607		0.11999999999999998			Fu	CHEMBL1614672
HYDRALAZINE		8788		0.11999999999999998			Fu	CHEMBL1614672
LORMETAZEPAM		27028		0.11999999999999998			Fu	CHEMBL1614672
NORTRIPTYLINE		2262		0.11999999999999998			Fu	CHEMBL1614672
PACLITAXEL		8062		0.11999999999999998			Fu	CHEMBL1614672
ROSUVASTATIN		418845		0.11999999999999998			Fu	CHEMBL1614672
BECLOMETHASONE DIPROPIONATE		674451		0.12999999999999998			Fu	CHEMBL1614672
BUDESONIDE		313314		0.12999999999999998			Fu	CHEMBL1614672
NAFCILLIN		374064		0.12999999999999998			Fu	CHEMBL1614672
NITRAZEPAM		11745		0.12999999999999998			Fu	CHEMBL1614672
PIRMENOL		86259		0.12999999999999998			Fu	CHEMBL1614672
PROBENECID		77474		0.12999999999999998			Fu	CHEMBL1614672
PROPRANOLOL		1370		0.12999999999999998			Fu	CHEMBL1614672
QUINACRINE		2355		0.12999999999999998			Fu	CHEMBL1614672
SELEGILINE		96021		0.12999999999999998			Fu	CHEMBL1614672
UK-240455		567179		0.12999999999999998			Fu	CHEMBL1614672
CETRORELIX		674441		0.14			Fu	CHEMBL1614672
MELPHALAN		65415		0.14			Fu	CHEMBL1614672
NADOLOL		27570		0.14			Fu	CHEMBL1614672
THIOPENTAL		2166		0.14			Fu	CHEMBL1614672
VINBLASTINE		71516		0.14			Fu	CHEMBL1614672
CEFMETAZOLE		675146		0.14999999999999997			Fu	CHEMBL1614672
CEFOTETAN		458729		0.14999999999999997			Fu	CHEMBL1614672
CLONAZEPAM		2465		0.14999999999999997			Fu	CHEMBL1614672
ELETRIPTAN		421034		0.14999999999999997			Fu	CHEMBL1614672
FLUPIRTINE		418485		0.14999999999999997			Fu	CHEMBL1614672
IBANDRONIC ACID		110435		0.14999999999999997			Fu	CHEMBL1614672
INDORAMIN		33466		0.14999999999999997			Fu	CHEMBL1614672
LORCAINIDE		139211		0.14999999999999997			Fu	CHEMBL1614672
MIRTAZAPINE		27610		0.14999999999999997			Fu	CHEMBL1614672
SISOMICIN		371527		0.14999999999999997			Fu	CHEMBL1614672
ANIDULAFUNGIN		84251		0.15999999999999998			Fu	CHEMBL1614672
DESIPRAMINE		6243		0.15999999999999998			Fu	CHEMBL1614672
DISOPYRAMIDE		11143		0.15999999999999998			Fu	CHEMBL1614672
FENTANYL		19915		0.15999999999999998			Fu	CHEMBL1614672
PERINDOPRILAT		675319		0.15999999999999998			Fu	CHEMBL1614672
REMOXIPRIDE		27616		0.15999999999999998			Fu	CHEMBL1614672
ACETYLCYSTEINE		20881		0.17			Fu	CHEMBL1614672
AZELASTINE		27309		0.17			Fu	CHEMBL1614672
BETAMIPRON		693880		0.17			Fu	CHEMBL1614672
BORTEZOMIB		187372		0.17			Fu	CHEMBL1614672
BUTORPHANOL		45838		0.17			Fu	CHEMBL1614672
FLUNITRAZEPAM		11715		0.17			Fu	CHEMBL1614672
NITROFURANTOIN		16592		0.17			Fu	CHEMBL1614672
ALOSETRON		153342		0.17999999999999994			Fu	CHEMBL1614672
ALPRENOLOL		822		0.17999999999999994			Fu	CHEMBL1614672
CEFAZOLIN		371631		0.17999999999999994			Fu	CHEMBL1614672
CEFODIZIME		1503084		0.17999999999999994			Fu	CHEMBL1614672
DILTIAZEM		1278		0.17999999999999994			Fu	CHEMBL1614672
ETHAMBUTOL		67617		0.17999999999999994			Fu	CHEMBL1614672
PROPYLTHIOURACIL		421208		0.17999999999999994			Fu	CHEMBL1614672
BUFURALOL		64396		0.19000000000000003			Fu	CHEMBL1614672
CEFORANIDE		674997		0.19000000000000003			Fu	CHEMBL1614672
DIPHENHYDRAMINE		27629		0.19000000000000003			Fu	CHEMBL1614672
LEVOMETHADYL ACETATE		421070		0.19999999999999998			Fu	CHEMBL1614672
CITALOPRAM		14367		0.19999999999999998			Fu	CHEMBL1614672
DOXEPIN		1051118		0.19999999999999998			Fu	CHEMBL1614672
HYDROCORTISONE		374052		0.19999999999999998			Fu	CHEMBL1614672
RIFAMPIN		365189		0.19999999999999998			Fu	CHEMBL1614672
TIGECYCLINE		373970		0.19999999999999998			Fu	CHEMBL1614672
TRIAMCINOLONE ACETONIDE		419622		0.19999999999999998			Fu	CHEMBL1614672
ZOPICLONE		224263		0.19999999999999998			Fu	CHEMBL1614672
METHADONE		27576		0.21000000000000002			Fu	CHEMBL1614672
TILIDINE		1450195		0.21000000000000002			Fu	CHEMBL1614672
CEPHALOTHIN		24991		0.22			Fu	CHEMBL1614672
DIHYDROQUINIDINE		1367928		0.22			Fu	CHEMBL1614672
CARMUSTINE		10840		0.22999999999999995			Fu	CHEMBL1614672
CLARITHROMYCIN		570147		0.22999999999999995			Fu	CHEMBL1614672
ETOMIDATE		29090		0.22999999999999995			Fu	CHEMBL1614672
METHYLPREDNISOLONE		27575		0.22999999999999995			Fu	CHEMBL1614672
SULFAMETHOXAZOLE		2247		0.22999999999999995			Fu	CHEMBL1614672
CHLORTHALIDONE		134333		0.23999999999999996			Fu	CHEMBL1614672
PROPOXYPHENE		685193		0.23999999999999996			Fu	CHEMBL1614672
TROVAFLOXACIN		1616		0.23999999999999996			Fu	CHEMBL1614672
ARTESUNATE		316347		0.25			Fu	CHEMBL1614672
CEFAMANDOLE		180228		0.25			Fu	CHEMBL1614672
NK-611		230359		0.012999999999999996			Fu	CHEMBL1614672
FUROSEMIDE		2046		0.011999999999999999			Fu	CHEMBL1614672
BEVANTOLOL		138698		0.014999999999999998			Fu	CHEMBL1614672
REPAGLINIDE		248669		0.014999999999999998			Fu	CHEMBL1614672
WARFARIN		394165		0.014999999999999998			Fu	CHEMBL1614672
ETHINYL ESTRADIOL		31241		0.014000000000000005			Fu	CHEMBL1614672
DIFLUNISAL		77652		0.0015999999999999999			Fu	CHEMBL1614672
PARICALCITOL		674573		0.0015999999999999999			Fu	CHEMBL1614672
ESTRADIOL		27626		0.015999999999999997			Fu	CHEMBL1614672
NIMODIPINE		365248		0.015999999999999997			Fu	CHEMBL1614672
PROPOFOL		11819		0.015999999999999997			Fu	CHEMBL1614672
DIPRAFENONE		138913		0.017000000000000005			Fu	CHEMBL1614672
DOXAZOSIN		33373		0.017000000000000005			Fu	CHEMBL1614672
EPROSARTAN		54211		0.017000000000000005			Fu	CHEMBL1614672
MIDAZOLAM		27611		0.017000000000000005			Fu	CHEMBL1614672
SULFINPYRAZONE		60232		0.017000000000000005			Fu	CHEMBL1614672
REBOXETINE		14263		0.019000000000000006			Fu	CHEMBL1614672
ATOVAQUONE		378315		0.0009999999999999998			Fu	CHEMBL1614672
GLYBURIDE		5582		0.021000000000000005			Fu	CHEMBL1614672
LANSOPRAZOLE		5975		0.021000000000000005			Fu	CHEMBL1614672
VALSPODAR		631325		0.022000000000000002			Fu	CHEMBL1614672
		698889		0.0022			Fu	CHEMBL1614672
DIAZEPAM		721		0.022999999999999996			Fu	CHEMBL1614672
GESTODENE		685428		0.022999999999999996			Fu	CHEMBL1614672
MICAFUNGIN		500520		0.0022999999999999995			Fu	CHEMBL1614672
DEXLOXIGLUMIDE		560084		0.023999999999999997			Fu	CHEMBL1614672
PIMOBENDAN		31939		0.023999999999999997			Fu	CHEMBL1614672
LEVONORGESTREL		328164		0.024999999999999998			Fu	CHEMBL1614672
SAQUINAVIR		17169		0.02800000000000001			Fu	CHEMBL1614672
AMSACRINE		2580		0.029			Fu	CHEMBL1614672
CLOMIPRAMINE		996		0.029			Fu	CHEMBL1614672
NATEGLINIDE		46727		0.029			Fu	CHEMBL1614672
ITRACONAZOLE		27986		0.0019999999999999996			Fu	CHEMBL1614672
MONTELUKAST		47447		0.0019999999999999996			Fu	CHEMBL1614672
ROSIGLITAZONE		20027		0.0019999999999999996			Fu	CHEMBL1614672
9-AMINOCAMPTOTHECIN		7343		0.0029999999999999996			Fu	CHEMBL1614672
MELOXICAM		20496		0.0029999999999999996			Fu	CHEMBL1614672
NISOLDIPINE		554892		0.0029999999999999996			Fu	CHEMBL1614672
BUMETANIDE		139281		0.031000000000000007			Fu	CHEMBL1614672
DICLOXACILLIN		77085		0.033			Fu	CHEMBL1614672
OXYBUTYNIN		229058		0.0034			Fu	CHEMBL1614672
CASPOFUNGIN		497229		0.035			Fu	CHEMBL1614672
ISOXICAM		78364		0.035			Fu	CHEMBL1614672
MILRINONE		380567		0.035			Fu	CHEMBL1614672
FELODIPINE		405365		0.003599999999999999			Fu	CHEMBL1614672
BOSENTAN		93617		0.03699999999999999			Fu	CHEMBL1614672
RABEPRAZOLE		222203		0.03699999999999999			Fu	CHEMBL1614672
TOLTERODINE		321964		0.03699999999999999			Fu	CHEMBL1614672
PROPAFENONE		27112		0.03800000000000001			Fu	CHEMBL1614672
CLEVIDIPINE		699483		0.003800000000000001			Fu	CHEMBL1614672
DHA PACLITAXEL		339574		0.003800000000000001			Fu	CHEMBL1614672
FLINDOKALNER		3103		0.003800000000000001			Fu	CHEMBL1614672
APAZONE		989360		0.003999999999999999			Fu	CHEMBL1614672
TELMISARTAN		116949		0.003999999999999999			Fu	CHEMBL1614672
VERLUKAST		15090		0.00039999999999999996			Fu	CHEMBL1614672
FOSFLUCONAZOLE		1248672		0.04200000000000001			Fu	CHEMBL1614672
FLOXACILLIN		371745		0.043			Fu	CHEMBL1614672
LOVASTATIN		9495		0.043			Fu	CHEMBL1614672
NIFEDIPINE		419596		0.044000000000000004			Fu	CHEMBL1614672
TENIPOSIDE		453046		0.0044			Fu	CHEMBL1614672
AMLODIPINE		418414		0.004999999999999999			Fu	CHEMBL1614672
DICLOFENAC		29890		0.004999999999999999			Fu	CHEMBL1614672
GLIMEPIRIDE		405366		0.004999999999999999			Fu	CHEMBL1614672
MIBEFRADIL		72035		0.004999999999999999			Fu	CHEMBL1614672
DELORAZEPAM		5740		0.051			Fu	CHEMBL1614672
TRIMIPRAMINE		27385		0.051			Fu	CHEMBL1614672
CEFTRIAXONE		83724		0.051999999999999984			Fu	CHEMBL1614672
CLOZAPINE		2261		0.055			Fu	CHEMBL1614672
KETANSERIN		3683		0.055			Fu	CHEMBL1614672
BUPIVACAINE		150882		0.05600000000000002			Fu	CHEMBL1614672
CHLORDIAZEPOXIDE		2431		0.05600000000000002			Fu	CHEMBL1614672
CHLORPROMAZINE		6216		0.05600000000000002			Fu	CHEMBL1614672
APOMORPHINE		3854		0.057000000000000016			Fu	CHEMBL1614672
PIRETANIDE		258666		0.058			Fu	CHEMBL1614672
CILOMILAST		451253		0.005999999999999999			Fu	CHEMBL1614672
FOSINOPRILAT		16962		0.005999999999999999			Fu	CHEMBL1614672
IBUPROFEN		11674		0.005999999999999999			Fu	CHEMBL1614672
SUPROFEN		93117		0.005999999999999999			Fu	CHEMBL1614672
PIRITRAMIDE		567161		0.06100000000000001			Fu	CHEMBL1614672
DIGITOXIN		419508		0.066			Fu	CHEMBL1614672
KETOROLAC		5080		0.0068			Fu	CHEMBL1614672
CYCLOSPORINE		72873		0.06800000000000002			Fu	CHEMBL1614672
AMITRIPTYLINE		27072		0.07			Fu	CHEMBL1614672
CEFOPERAZONE		508755		0.07			Fu	CHEMBL1614672
OXACILLIN		56432		0.07			Fu	CHEMBL1614672
PERPHENAZINE		16505		0.07			Fu	CHEMBL1614672
TELAVANCIN		497165		0.07			Fu	CHEMBL1614672
PAPAVERINE		21716		0.07299999999999998			Fu	CHEMBL1614672
IMIPRAMINE		605		0.07499999999999998			Fu	CHEMBL1614672
SUFENTANIL		27638		0.07499999999999998			Fu	CHEMBL1614672
IDARUBICIN		158277		0.07600000000000003			Fu	CHEMBL1614672
SULFISOXAZOLE		2484		0.07899999999999999			Fu	CHEMBL1614672
FLUVASTATIN		1450253		0.007899999999999999			Fu	CHEMBL1614672
KETOPROFEN		16591		0.007999999999999998			Fu	CHEMBL1614672
ETORICOXIB		6706		0.08100000000000002			Fu	CHEMBL1614672
DOMPERIDONE		364745		0.08200000000000002			Fu	CHEMBL1614672
DAPTOMYCIN		374037		0.083			Fu	CHEMBL1614672
VALPROIC ACID		15217		0.08400000000000002			Fu	CHEMBL1614672
TENOXICAM		112102		0.008500000000000002			Fu	CHEMBL1614672
TEZOSENTAN		94071		0.008500000000000002			Fu	CHEMBL1614672
MEBENDAZOLE		29637		0.086			Fu	CHEMBL1614672
LEUCOVORIN		510462		0.087			Fu	CHEMBL1614672
GEFITINIB		88232		0.08900000000000001			Fu	CHEMBL1614672
TOLAMOLOL		27268		0.08900000000000001			Fu	CHEMBL1614672
QUERCETIN		3666		0.008999999999999998			Fu	CHEMBL1614672
BROTIZOLAM		47006		0.09199999999999998			Fu	CHEMBL1614672
VERAPAMIL		1219		0.093			Fu	CHEMBL1614672
FINASTERIDE		33679		0.09500000000000001			Fu	CHEMBL1614672
PYRIMETHAMINE		2080		0.09500000000000001			Fu	CHEMBL1614672
BIPERIDEN		151063		0.09699999999999998			Fu	CHEMBL1614672
DAPSONE		126356		0.25			Fu	CHEMBL1614672
EPIRUBICIN		1114		0.25			Fu	CHEMBL1614672
MITOXANTRONE		4504		0.25			Fu	CHEMBL1614672
PHENETHICILLIN		1037639		0.25			Fu	CHEMBL1614672
PREDNISOLONE		27370		0.25			Fu	CHEMBL1614672
TACRINE		9333		0.25			Fu	CHEMBL1614672
VECURONIUM		675170		0.25			Fu	CHEMBL1614672
ENCAINIDE		139046		0.25999999999999995			Fu	CHEMBL1614672
QUINIDINE		255477		0.25999999999999995			Fu	CHEMBL1614672
METHOHEXITAL		2216		0.27			Fu	CHEMBL1614672
ONDANSETRON		3183		0.27			Fu	CHEMBL1614672
